feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,15,1,low,color,feet,G,Y,C,F,34,1_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
F,G,D,G_F_D.png,training,2,16,10,high,color,feet,G,Y,C,F,34,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
F,Y,L,Y_F_L.png,training,3,17,2,low,color,feet,G,Y,C,F,34,2_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
C,Y,D,Y_C_D.png,training,3,18,6,low,color,feet,G,Y,C,F,34,6_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
F,Y,D,Y_F_D.png,training,3,19,4,low,color,feet,G,Y,C,F,34,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
C,G,L,G_C_L.png,training,3,20,8,high,color,feet,G,Y,C,F,34,8_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
C,G,D,G_C_D.png,training,3,21,5,high,color,feet,G,Y,C,F,34,5_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
F,G,L,G_F_L.png,training,3,22,7,high,color,feet,G,Y,C,F,34,7_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
F,G,D,G_F_D.png,training,3,23,6,high,color,feet,G,Y,C,F,34,6_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
C,Y,L,Y_C_L.png,training,3,24,4,low,color,feet,G,Y,C,F,34,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/G_F_L.png","low,low,low,high,high,low,high,high"
