feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,L,G_C_L.png,training,2,11,5,high,feet,color,C,F,G,Y,37,5_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,G,D,G_F_D.png,training,2,12,2,low,feet,color,C,F,G,Y,37,2_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,Y,L,Y_F_L.png,training,2,13,5,low,feet,color,C,F,G,Y,37,5_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
C,Y,D,Y_C_D.png,training,2,14,6,high,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,Y,D,Y_F_D.png,training,2,15,1,low,feet,color,C,F,G,Y,37,1_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,G,L,G_F_L.png,training,2,16,4,low,feet,color,C,F,G,Y,37,4_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
C,G,D,G_C_D.png,training,3,17,7,high,feet,color,C,F,G,Y,37,7_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,G,L,G_F_L.png,training,3,18,6,low,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
C,Y,D,Y_C_D.png,training,3,19,8,high,feet,color,C,F,G,Y,37,8_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,Y,D,Y_F_D.png,training,3,20,2,low,feet,color,C,F,G,Y,37,2_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,G,D,G_F_D.png,training,3,21,6,low,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
C,G,L,G_C_L.png,training,3,22,10,high,feet,color,C,F,G,Y,37,10_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
C,Y,L,Y_C_L.png,training,3,23,6,high,feet,color,C,F,G,Y,37,6_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
F,Y,L,Y_F_L.png,training,3,24,4,low,feet,color,C,F,G,Y,37,4_score.png,"Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png","high,low,low,high,low,low,high,high"
