feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,11,2,low,color,feet,G,Y,C,F,38,2_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,Y,D,Y_C_D.png,training,2,12,3,low,color,feet,G,Y,C,F,38,3_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,G,D,G_F_D.png,training,2,13,8,high,color,feet,G,Y,C,F,38,8_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,G,L,G_F_L.png,training,2,14,6,high,color,feet,G,Y,C,F,38,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,G,L,G_C_L.png,training,2,15,8,high,color,feet,G,Y,C,F,38,8_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,Y,L,Y_C_L.png,training,2,16,2,low,color,feet,G,Y,C,F,38,2_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,Y,D,Y_C_D.png,training,3,17,2,low,color,feet,G,Y,C,F,38,2_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,Y,D,Y_F_D.png,training,3,18,3,low,color,feet,G,Y,C,F,38,3_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,Y,L,Y_F_L.png,training,3,19,3,low,color,feet,G,Y,C,F,38,3_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,G,L,G_C_L.png,training,3,20,9,high,color,feet,G,Y,C,F,38,9_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,G,D,G_F_D.png,training,3,21,6,high,color,feet,G,Y,C,F,38,6_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,G,D,G_C_D.png,training,3,22,9,high,color,feet,G,Y,C,F,38,9_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
F,G,L,G_F_L.png,training,3,23,5,high,color,feet,G,Y,C,F,38,5_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
C,Y,L,Y_C_L.png,training,3,24,4,low,color,feet,G,Y,C,F,38,4_score.png,"Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_C_D.png","low,low,low,high,high,high,low,high"
