feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,2,12,3,high,feet,color,F,C,Y,G,7,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,Y,L,Y_F_L.png,training,2,13,9,high,feet,color,F,C,Y,G,7,9_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
C,Y,D,Y_C_D.png,training,2,14,2,low,feet,color,F,C,Y,G,7,2_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,Y,D,Y_F_D.png,training,2,15,6,high,feet,color,F,C,Y,G,7,6_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,G,L,G_F_L.png,training,2,16,3,high,feet,color,F,C,Y,G,7,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
C,Y,D,Y_C_D.png,training,3,17,3,low,feet,color,F,C,Y,G,7,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
C,G,L,G_C_L.png,training,3,18,5,low,feet,color,F,C,Y,G,7,5_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,G,D,G_F_D.png,training,3,19,8,high,feet,color,F,C,Y,G,7,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,Y,D,Y_F_D.png,training,3,20,8,high,feet,color,F,C,Y,G,7,8_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
C,G,D,G_C_D.png,training,3,21,4,low,feet,color,F,C,Y,G,7,4_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,Y,L,Y_F_L.png,training,3,22,9,high,feet,color,F,C,Y,G,7,9_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
F,G,L,G_F_L.png,training,3,23,4,high,feet,color,F,C,Y,G,7,4_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
C,Y,L,Y_C_L.png,training,3,24,3,low,feet,color,F,C,Y,G,7,3_score.png,"Resources/Y_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/G_C_L.png,Resources/Y_F_L.png","high,low,low,high,low,high,low,high"
