feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,L,G_F_L.png,training,2,11,4,high,feet,color,F,C,Y,G,23,4_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,G,D,G_C_D.png,training,2,12,6,low,feet,color,F,C,Y,G,23,6_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,Y,D,Y_F_D.png,training,2,13,8,high,feet,color,F,C,Y,G,23,8_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,G,D,G_F_D.png,training,2,14,8,high,feet,color,F,C,Y,G,23,8_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,Y,D,Y_C_D.png,training,2,15,3,low,feet,color,F,C,Y,G,23,3_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,Y,L,Y_C_L.png,training,2,16,4,low,feet,color,F,C,Y,G,23,4_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,Y,L,Y_C_L.png,training,3,17,4,low,feet,color,F,C,Y,G,23,4_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,G,D,G_C_D.png,training,3,18,3,low,feet,color,F,C,Y,G,23,3_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,G,L,G_F_L.png,training,3,19,8,high,feet,color,F,C,Y,G,23,8_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,Y,L,Y_F_L.png,training,3,20,7,high,feet,color,F,C,Y,G,23,7_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,G,L,G_C_L.png,training,3,21,2,low,feet,color,F,C,Y,G,23,2_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,Y,D,Y_F_D.png,training,3,22,7,high,feet,color,F,C,Y,G,23,7_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
F,G,D,G_F_D.png,training,3,23,8,high,feet,color,F,C,Y,G,23,8_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
C,Y,D,Y_C_D.png,training,3,24,4,low,feet,color,F,C,Y,G,23,4_score.png,"Resources/Y_F_L.png,Resources/Y_F_D.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_F_L.png","high,high,low,low,low,high,low,high"
