feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,11,4,low,feet,color,C,F,G,Y,13,4_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,D,G_C_D.png,training,2,12,8,high,feet,color,C,F,G,Y,13,8_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,L,G_C_L.png,training,2,13,7,high,feet,color,C,F,G,Y,13,7_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,D,Y_C_D.png,training,2,14,6,high,feet,color,C,F,G,Y,13,6_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,G,L,G_F_L.png,training,2,15,3,low,feet,color,C,F,G,Y,13,3_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,G,D,G_F_D.png,training,2,16,3,low,feet,color,C,F,G,Y,13,3_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,D,G_C_D.png,training,3,17,7,high,feet,color,C,F,G,Y,13,7_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,Y,L,Y_F_L.png,training,3,18,6,low,feet,color,C,F,G,Y,13,6_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,Y,D,Y_F_D.png,training,3,19,2,low,feet,color,C,F,G,Y,13,2_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,G,D,G_F_D.png,training,3,20,5,low,feet,color,C,F,G,Y,13,5_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,L,Y_C_L.png,training,3,21,9,high,feet,color,C,F,G,Y,13,9_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
F,G,L,G_F_L.png,training,3,22,4,low,feet,color,C,F,G,Y,13,4_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,G,L,G_C_L.png,training,3,23,10,high,feet,color,C,F,G,Y,13,10_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
C,Y,D,Y_C_D.png,training,3,24,7,high,feet,color,C,F,G,Y,13,7_score.png,"Resources/G_F_D.png,Resources/Y_C_D.png,Resources/G_C_D.png,Resources/Y_F_L.png,Resources/G_F_L.png,Resources/Y_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png","low,high,high,low,low,low,high,high"
