feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,11,5,low,color,feet,G,Y,F,C,14,5_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,G,L,G_C_L.png,training,2,12,9,high,color,feet,G,Y,F,C,14,9_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,G,D,G_C_D.png,training,2,13,6,high,color,feet,G,Y,F,C,14,6_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
F,G,D,G_F_D.png,training,2,14,10,high,color,feet,G,Y,F,C,14,10_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,Y,L,Y_C_L.png,training,2,15,8,low,color,feet,G,Y,F,C,14,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,Y,D,Y_C_D.png,training,2,16,4,low,color,feet,G,Y,F,C,14,4_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
F,Y,D,Y_F_D.png,training,3,17,3,low,color,feet,G,Y,F,C,14,3_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
F,Y,L,Y_F_L.png,training,3,18,6,low,color,feet,G,Y,F,C,14,6_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
F,G,D,G_F_D.png,training,3,19,9,high,color,feet,G,Y,F,C,14,9_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,G,L,G_C_L.png,training,3,20,4,high,color,feet,G,Y,F,C,14,4_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,Y,L,Y_C_L.png,training,3,21,2,low,color,feet,G,Y,F,C,14,2_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,G,D,G_C_D.png,training,3,22,8,high,color,feet,G,Y,F,C,14,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
C,Y,D,Y_C_D.png,training,3,23,4,low,color,feet,G,Y,F,C,14,4_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
F,G,L,G_F_L.png,training,3,24,8,high,color,feet,G,Y,F,C,14,8_score.png,"Resources/G_C_D.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_L.png,Resources/Y_F_D.png","high,low,low,high,high,high,low,low"
