feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,11,1,low,feet,color,C,F,Y,G,33,1_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,G,D,G_C_D.png,training,2,12,5,high,feet,color,C,F,Y,G,33,5_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,Y,L,Y_C_L.png,training,2,13,9,high,feet,color,C,F,Y,G,33,9_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,G,L,G_C_L.png,training,2,14,6,high,feet,color,C,F,Y,G,33,6_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,G,D,G_F_D.png,training,2,15,4,low,feet,color,C,F,Y,G,33,4_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,G,L,G_F_L.png,training,2,16,1,low,feet,color,C,F,Y,G,33,1_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,Y,L,Y_F_L.png,training,3,17,3,low,feet,color,C,F,Y,G,33,3_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,G,D,G_F_D.png,training,3,18,3,low,feet,color,C,F,Y,G,33,3_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,G,D,G_C_D.png,training,3,19,7,high,feet,color,C,F,Y,G,33,7_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,Y,D,Y_F_D.png,training,3,20,3,low,feet,color,C,F,Y,G,33,3_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
F,G,L,G_F_L.png,training,3,21,4,low,feet,color,C,F,Y,G,33,4_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,Y,L,Y_C_L.png,training,3,22,6,high,feet,color,C,F,Y,G,33,6_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,G,L,G_C_L.png,training,3,23,8,high,feet,color,C,F,Y,G,33,8_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
C,Y,D,Y_C_D.png,training,3,24,10,high,feet,color,C,F,Y,G,33,10_score.png,"Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_F_L.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","low,high,low,low,high,high,high,low"
