feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,2,11,6,high,color,feet,G,Y,C,F,22,6_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,G,L,G_F_L.png,training,2,12,8,high,color,feet,G,Y,C,F,22,8_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,G,D,G_C_D.png,training,2,13,10,high,color,feet,G,Y,C,F,22,10_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,Y,L,Y_C_L.png,training,2,14,5,low,color,feet,G,Y,C,F,22,5_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,G,L,G_C_L.png,training,2,15,6,high,color,feet,G,Y,C,F,22,6_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,Y,D,Y_F_D.png,training,2,16,1,low,color,feet,G,Y,C,F,22,1_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,G,L,G_F_L.png,training,3,17,9,high,color,feet,G,Y,C,F,22,9_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,Y,L,Y_C_L.png,training,3,18,5,low,color,feet,G,Y,C,F,22,5_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,Y,D,Y_F_D.png,training,3,19,1,low,color,feet,G,Y,C,F,22,1_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,G,D,G_C_D.png,training,3,20,6,high,color,feet,G,Y,C,F,22,6_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,G,L,G_C_L.png,training,3,21,5,high,color,feet,G,Y,C,F,22,5_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,G,D,G_F_D.png,training,3,22,8,high,color,feet,G,Y,C,F,22,8_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
C,Y,D,Y_C_D.png,training,3,23,3,low,color,feet,G,Y,C,F,22,3_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
F,Y,L,Y_F_L.png,training,3,24,3,low,color,feet,G,Y,C,F,22,3_score.png,"Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_C_L.png","high,low,high,low,low,high,low,high"
