feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,D,G_F_D.png,training,2,11,3,low,feet,color,C,F,G,Y,29,3_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,D,Y_C_D.png,training,2,12,10,high,feet,color,C,F,G,Y,29,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,L,G_C_L.png,training,2,13,10,high,feet,color,C,F,G,Y,29,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,L,Y_F_L.png,training,2,14,5,low,feet,color,C,F,G,Y,29,5_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,L,Y_C_L.png,training,2,15,6,high,feet,color,C,F,G,Y,29,6_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,G,L,G_F_L.png,training,2,16,7,low,feet,color,C,F,G,Y,29,7_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,G,L,G_F_L.png,training,3,17,1,low,feet,color,C,F,G,Y,29,1_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,L,Y_C_L.png,training,3,18,10,high,feet,color,C,F,G,Y,29,10_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,G,D,G_F_D.png,training,3,19,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,D,G_C_D.png,training,3,20,8,high,feet,color,C,F,G,Y,29,8_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,D,Y_F_D.png,training,3,21,4,low,feet,color,C,F,G,Y,29,4_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
F,Y,L,Y_F_L.png,training,3,22,2,low,feet,color,C,F,G,Y,29,2_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,G,L,G_C_L.png,training,3,23,9,high,feet,color,C,F,G,Y,29,9_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
C,Y,D,Y_C_D.png,training,3,24,8,high,feet,color,C,F,G,Y,29,8_score.png,"Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/G_C_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png,Resources/G_F_L.png","high,low,high,high,high,low,low,low"
