feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,D,Y_F_D.png,training,2,13,6,high,color,feet,Y,G,C,F,4,6_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,L,G_F_L.png,training,2,14,3,low,color,feet,Y,G,C,F,4,3_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,Y,L,Y_F_L.png,training,2,15,6,high,color,feet,Y,G,C,F,4,6_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,D,Y_C_D.png,training,2,16,7,high,color,feet,Y,G,C,F,4,7_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,L,Y_C_L.png,training,3,17,6,high,color,feet,Y,G,C,F,4,6_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,Y,D,Y_C_D.png,training,3,18,10,high,color,feet,Y,G,C,F,4,10_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,Y,D,Y_F_D.png,training,3,19,7,high,color,feet,Y,G,C,F,4,7_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,D,G_F_D.png,training,3,20,4,low,color,feet,Y,G,C,F,4,4_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,G,L,G_C_L.png,training,3,21,3,low,color,feet,Y,G,C,F,4,3_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,Y,L,Y_F_L.png,training,3,22,6,high,color,feet,Y,G,C,F,4,6_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
C,G,D,G_C_D.png,training,3,23,4,low,color,feet,Y,G,C,F,4,4_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
F,G,L,G_F_L.png,training,3,24,3,low,color,feet,Y,G,C,F,4,3_score.png,"Resources/G_C_L.png,Resources/Y_F_D.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_C_D.png,Resources/G_F_D.png,Resources/Y_C_L.png,Resources/G_F_L.png","low,high,high,low,high,low,high,low"
