feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,L,G_C_L.png,training,2,11,4,low,color,feet,Y,G,F,C,24,4_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,Y,D,Y_C_D.png,training,2,12,6,high,color,feet,Y,G,F,C,24,6_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,Y,L,Y_C_L.png,training,2,13,9,high,color,feet,Y,G,F,C,24,9_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,Y,L,Y_F_L.png,training,2,14,9,high,color,feet,Y,G,F,C,24,9_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,G,D,G_C_D.png,training,2,15,1,low,color,feet,Y,G,F,C,24,1_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,G,L,G_F_L.png,training,2,16,5,low,color,feet,Y,G,F,C,24,5_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,G,L,G_C_L.png,training,3,17,4,low,color,feet,Y,G,F,C,24,4_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,Y,L,Y_C_L.png,training,3,18,7,high,color,feet,Y,G,F,C,24,7_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,Y,L,Y_F_L.png,training,3,19,10,high,color,feet,Y,G,F,C,24,10_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,Y,D,Y_F_D.png,training,3,20,10,high,color,feet,Y,G,F,C,24,10_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,Y,D,Y_C_D.png,training,3,21,8,high,color,feet,Y,G,F,C,24,8_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,G,D,G_F_D.png,training,3,22,3,low,color,feet,Y,G,F,C,24,3_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
F,G,L,G_F_L.png,training,3,23,3,low,color,feet,Y,G,F,C,24,3_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
C,G,D,G_C_D.png,training,3,24,1,low,color,feet,Y,G,F,C,24,1_score.png,"Resources/Y_F_L.png,Resources/Y_C_L.png,Resources/G_C_D.png,Resources/G_F_D.png,Resources/G_C_L.png,Resources/G_F_L.png,Resources/Y_C_D.png,Resources/Y_F_D.png","high,high,low,low,low,low,high,high"
