feet,color,brightness,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,D,Y_C_D.png,training,2,13,1,low,feet,color,F,C,Y,G,3,1_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,G,L,G_F_L.png,training,2,14,5,high,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,Y,L,Y_F_L.png,training,2,15,9,high,feet,color,F,C,Y,G,3,9_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,G,D,G_F_D.png,training,2,16,7,high,feet,color,F,C,Y,G,3,7_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,Y,D,Y_F_D.png,training,3,17,9,high,feet,color,F,C,Y,G,3,9_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
C,G,D,G_C_D.png,training,3,18,5,low,feet,color,F,C,Y,G,3,5_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
C,Y,D,Y_C_D.png,training,3,19,3,low,feet,color,F,C,Y,G,3,3_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,G,D,G_F_D.png,training,3,20,8,high,feet,color,F,C,Y,G,3,8_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
C,G,L,G_C_L.png,training,3,21,2,low,feet,color,F,C,Y,G,3,2_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,G,L,G_F_L.png,training,3,22,7,high,feet,color,F,C,Y,G,3,7_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
C,Y,L,Y_C_L.png,training,3,23,3,low,feet,color,F,C,Y,G,3,3_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
F,Y,L,Y_F_L.png,training,3,24,10,high,feet,color,F,C,Y,G,3,10_score.png,"Resources/G_F_L.png,Resources/Y_C_D.png,Resources/G_C_L.png,Resources/Y_C_L.png,Resources/Y_F_L.png,Resources/G_C_D.png,Resources/Y_F_D.png,Resources/G_F_D.png","high,low,low,low,high,low,high,high"
