task,conditionOrder,item,testing_responses,relevant_dim,irrelevant_dim,stripes_high,feet_high,fertility_score,error,abs_error,color,feet,stripes
predict,2,E_F,5.0,stripes,feet,W,F,4.0,1.0,1.0,E,F,E
predict,2,W_C,9.0,stripes,feet,W,F,6.5,2.5,2.5,W,C,W
predict,2,E_C,4.0,stripes,feet,W,F,4.0,0.0,0.0,E,C,E
predict,2,W_F,9.0,stripes,feet,W,F,9.0,0.0,0.0,W,F,W
predict,21,W_C,7.0,feet,stripes,W,C,7.0,0.0,0.0,W,C,W
predict,21,E_C,3.0,feet,stripes,W,C,7.5,-4.5,4.5,E,C,E
predict,21,E_F,3.0,feet,stripes,W,C,3.0,0.0,0.0,E,F,E
predict,21,W_F,7.0,feet,stripes,W,C,6.0,1.0,1.0,W,F,W
predict,1,W_C,9.0,feet,stripes,E,C,6.5,2.5,2.5,W,C,W
predict,1,W_F,9.0,feet,stripes,E,C,2.0,7.0,7.0,W,F,W
predict,1,E_C,3.0,feet,stripes,E,C,6.5,-3.5,3.5,E,C,E
predict,1,E_F,3.0,feet,stripes,E,C,7.5,-4.5,4.5,E,F,E
predict,32,E_F,4.0,stripes,feet,E,F,9.0,-5.0,5.0,E,F,E
predict,32,E_C,5.0,stripes,feet,E,F,6.0,-1.0,1.0,E,C,E
predict,32,W_F,2.0,stripes,feet,E,F,3.5,-1.5,1.5,W,F,W
predict,32,W_C,8.0,stripes,feet,E,F,3.5,4.5,4.5,W,C,W
predict,27,W_C,4.0,feet,stripes,E,F,3.5,0.5,0.5,W,C,W
predict,27,E_C,6.0,feet,stripes,E,F,4.5,1.5,1.5,E,C,E
predict,27,W_F,7.0,feet,stripes,E,F,8.0,-1.0,1.0,W,F,W
predict,27,E_F,7.0,feet,stripes,E,F,8.5,-1.5,1.5,E,F,E
predict,28,W_C,8.0,stripes,feet,E,C,4.5,3.5,3.5,W,C,W
predict,28,W_F,7.0,stripes,feet,E,C,4.5,2.5,2.5,W,F,W
predict,28,E_C,5.0,stripes,feet,E,C,8.5,-3.5,3.5,E,C,E
predict,28,E_F,5.0,stripes,feet,E,C,7.5,-2.5,2.5,E,F,E
predict,30,W_F,8.0,stripes,feet,W,F,8.5,-0.5,0.5,W,F,W
predict,30,E_F,6.0,stripes,feet,W,F,4.0,2.0,2.0,E,F,E
predict,30,W_C,1.0,stripes,feet,W,F,7.0,-6.0,6.0,W,C,W
predict,30,E_C,10.0,stripes,feet,W,F,2.5,7.5,7.5,E,C,E
predict,16,W_F,8.0,stripes,feet,E,F,7.5,0.5,0.5,W,F,W
predict,16,W_C,6.0,stripes,feet,E,F,4.0,2.0,2.0,W,C,W
predict,16,E_F,9.0,stripes,feet,E,F,9.5,-0.5,0.5,E,F,E
predict,16,E_C,10.0,stripes,feet,E,F,9.5,0.5,0.5,E,C,E
predict,31,E_F,7.0,feet,stripes,E,F,7.5,-0.5,0.5,E,F,E
predict,31,W_C,4.0,feet,stripes,E,F,2.5,1.5,1.5,W,C,W
predict,31,E_C,5.0,feet,stripes,E,F,4.5,0.5,0.5,E,C,E
predict,31,W_F,5.0,feet,stripes,E,F,7.0,-2.0,2.0,W,F,W
predict,36,W_F,1.0,stripes,feet,E,F,2.5,-1.5,1.5,W,F,W
predict,36,E_F,6.0,stripes,feet,E,F,8.5,-2.5,2.5,E,F,E
predict,36,W_C,10.0,stripes,feet,E,F,2.5,7.5,7.5,W,C,W
predict,36,E_C,4.0,stripes,feet,E,F,7.0,-3.0,3.0,E,C,E
predict,4,W_F,4.0,stripes,feet,E,F,4.0,0.0,0.0,W,F,W
predict,4,W_C,5.0,stripes,feet,E,F,3.0,2.0,2.0,W,C,W
predict,4,E_F,7.0,stripes,feet,E,F,6.5,0.5,0.5,E,F,E
predict,4,E_C,8.0,stripes,feet,E,F,6.0,2.0,2.0,E,C,E
predict,35,E_C,10.0,feet,stripes,W,F,2.0,8.0,8.0,E,C,E
predict,35,W_F,2.0,feet,stripes,W,F,9.5,-7.5,7.5,W,F,W
predict,35,E_F,10.0,feet,stripes,W,F,7.0,3.0,3.0,E,F,E
predict,35,W_C,2.0,feet,stripes,W,F,3.0,-1.0,1.0,W,C,W
predict,5,W_C,8.0,feet,stripes,W,C,8.0,0.0,0.0,W,C,W
predict,5,W_F,2.0,feet,stripes,W,C,3.0,-1.0,1.0,W,F,W
predict,5,E_F,7.0,feet,stripes,W,C,2.0,5.0,5.0,E,F,E
predict,5,E_C,10.0,feet,stripes,W,C,8.0,2.0,2.0,E,C,E
predict,40,E_F,5.0,stripes,feet,E,C,6.5,-1.5,1.5,E,F,E
predict,40,W_F,5.0,stripes,feet,E,C,1.5,3.5,3.5,W,F,W
predict,40,E_C,5.0,stripes,feet,E,C,6.5,-1.5,1.5,E,C,E
predict,40,W_C,5.0,stripes,feet,E,C,3.0,2.0,2.0,W,C,W
predict,6,W_C,8.0,stripes,feet,W,C,7.0,1.0,1.0,W,C,W
predict,6,E_C,5.0,stripes,feet,W,C,5.0,0.0,0.0,E,C,E
predict,6,E_F,3.0,stripes,feet,W,C,2.0,1.0,1.0,E,F,E
predict,6,W_F,7.0,stripes,feet,W,C,8.0,-1.0,1.0,W,F,W
predict,19,W_C,6.0,feet,stripes,W,F,3.5,2.5,2.5,W,C,W
predict,19,E_C,6.0,feet,stripes,W,F,2.5,3.5,3.5,E,C,E
predict,19,W_F,4.0,feet,stripes,W,F,7.5,-3.5,3.5,W,F,W
predict,19,E_F,6.0,feet,stripes,W,F,7.5,-1.5,1.5,E,F,E
predict,38,E_F,3.0,stripes,feet,W,C,3.5,-0.5,0.5,E,F,E
predict,38,W_C,8.0,stripes,feet,W,C,8.5,-0.5,0.5,W,C,W
predict,38,W_F,8.0,stripes,feet,W,C,8.0,0.0,0.0,W,F,W
predict,38,E_C,4.0,stripes,feet,W,C,4.0,0.0,0.0,E,C,E
predict,20,E_F,8.0,stripes,feet,E,C,5.5,2.5,2.5,E,F,E
predict,20,W_F,6.0,stripes,feet,E,C,4.5,1.5,1.5,W,F,W
predict,20,E_C,5.0,stripes,feet,E,C,8.0,-3.0,3.0,E,C,E
predict,20,W_C,4.0,stripes,feet,E,C,3.0,1.0,1.0,W,C,W
predict,14,E_F,3.0,stripes,feet,W,C,2.5,0.5,0.5,E,F,E
predict,14,E_C,4.0,stripes,feet,W,C,4.0,0.0,0.0,E,C,E
predict,14,W_C,7.0,stripes,feet,W,C,7.5,-0.5,0.5,W,C,W
predict,14,W_F,8.0,stripes,feet,W,C,8.0,0.0,0.0,W,F,W
predict,3,E_F,6.0,feet,stripes,E,F,7.5,-1.5,1.5,E,F,E
predict,3,E_C,5.0,feet,stripes,E,F,5.0,0.0,0.0,E,C,E
predict,3,W_F,6.0,feet,stripes,E,F,6.0,0.0,0.0,W,F,W
predict,3,W_C,4.0,feet,stripes,E,F,3.0,1.0,1.0,W,C,W
predict,22,W_C,9.0,stripes,feet,W,C,8.0,1.0,1.0,W,C,W
predict,22,W_F,7.0,stripes,feet,W,C,8.0,-1.0,1.0,W,F,W
predict,22,E_C,5.0,stripes,feet,W,C,5.0,0.0,0.0,E,C,E
predict,22,E_F,2.0,stripes,feet,W,C,3.5,-1.5,1.5,E,F,E
predict,11,W_C,7.0,feet,stripes,W,F,5.0,2.0,2.0,W,C,W
predict,11,E_C,9.0,feet,stripes,W,F,3.0,6.0,6.0,E,C,E
predict,11,E_F,2.0,feet,stripes,W,F,7.5,-5.5,5.5,E,F,E
predict,11,W_F,4.0,feet,stripes,W,F,7.5,-3.5,3.5,W,F,W
predict,37,W_C,8.0,feet,stripes,E,C,5.0,3.0,3.0,W,C,W
predict,37,E_F,3.0,feet,stripes,E,C,4.0,-1.0,1.0,E,F,E
predict,37,W_F,7.0,feet,stripes,E,C,4.0,3.0,3.0,W,F,W
predict,37,E_C,5.0,feet,stripes,E,C,7.5,-2.5,2.5,E,C,E
predict,15,W_F,10.0,feet,stripes,E,F,8.5,1.5,1.5,W,F,W
predict,15,E_C,5.0,feet,stripes,E,F,4.0,1.0,1.0,E,C,E
predict,15,E_F,8.0,feet,stripes,E,F,9.0,-1.0,1.0,E,F,E
