participant,task,feature_dimension,high_value,feature_relevance,correlation,irrelevant_dim,abs_correlation
"('accommodate', np.int64(36))",accommodate,feet,F,irrelevant,,feet,
"('accommodate', np.int64(37))",accommodate,stripes,E,irrelevant,-0.8164965809277259,stripes,0.8164965809277259
"('accommodate', np.int64(37))",accommodate,feet,C,relevant,-0.40824829046386296,stripes,0.40824829046386296
"('accommodate', np.int64(38))",accommodate,stripes,W,relevant,0.8451542547285166,feet,0.8451542547285166
"('accommodate', np.int64(38))",accommodate,feet,C,irrelevant,-0.16903085094570333,feet,0.16903085094570333
"('accommodate', np.int64(39))",accommodate,stripes,W,irrelevant,-0.9716656205775166,stripes,0.9716656205775166
"('accommodate', np.int64(39))",accommodate,feet,F,relevant,0.07474350927519359,stripes,0.07474350927519359
"('accommodate', np.int64(40))",accommodate,stripes,E,relevant,0.5773502691896257,feet,0.5773502691896257
"('accommodate', np.int64(40))",accommodate,feet,C,irrelevant,0.11547005383792516,feet,0.11547005383792516
"('predict', np.int64(1))",predict,stripes,E,irrelevant,-1.0,stripes,1.0
"('predict', np.int64(1))",predict,feet,C,relevant,0.0,stripes,0.0
"('predict', np.int64(2))",predict,stripes,W,relevant,0.9878783399072134,feet,0.9878783399072134
"('predict', np.int64(2))",predict,feet,F,irrelevant,0.10976425998969036,feet,0.10976425998969036
"('predict', np.int64(3))",predict,stripes,E,irrelevant,0.30151134457776363,stripes,0.30151134457776363
"('predict', np.int64(3))",predict,feet,F,relevant,0.9045340337332909,stripes,0.9045340337332909
"('predict', np.int64(4))",predict,stripes,E,relevant,0.948683298050514,feet,0.948683298050514
"('predict', np.int64(4))",predict,feet,F,irrelevant,-0.316227766016838,feet,0.316227766016838
"('predict', np.int64(5))",predict,stripes,W,irrelevant,-0.5937322507759797,stripes,0.5937322507759797
"('predict', np.int64(5))",predict,feet,C,relevant,0.7633700367119739,stripes,0.7633700367119739
"('predict', np.int64(6))",predict,stripes,W,relevant,0.911322376865767,feet,0.911322376865767
"('predict', np.int64(6))",predict,feet,C,irrelevant,0.39056673294247163,feet,0.39056673294247163
"('predict', np.int64(7))",predict,stripes,W,irrelevant,0.9434563530497265,stripes,0.9434563530497265
"('predict', np.int64(7))",predict,feet,F,relevant,0.3144854510165755,stripes,0.3144854510165755
"('predict', np.int64(8))",predict,stripes,E,relevant,0.9784921095801633,feet,0.9784921095801633
"('predict', np.int64(8))",predict,feet,F,irrelevant,0.19569842191603268,feet,0.19569842191603268
"('predict', np.int64(9))",predict,stripes,W,irrelevant,-0.9801960588196068,stripes,0.9801960588196068
"('predict', np.int64(9))",predict,feet,C,relevant,-0.14002800840280097,stripes,0.14002800840280097
"('predict', np.int64(10))",predict,stripes,W,relevant,0.911322376865767,feet,0.911322376865767
"('predict', np.int64(10))",predict,feet,C,irrelevant,0.39056673294247163,feet,0.39056673294247163
"('predict', np.int64(11))",predict,stripes,W,irrelevant,0.0,stripes,0.0
"('predict', np.int64(11))",predict,feet,F,relevant,-0.9284766908852594,stripes,0.9284766908852594
"('predict', np.int64(12))",predict,stripes,E,relevant,0.9716656205775166,feet,0.9716656205775166
"('predict', np.int64(12))",predict,feet,C,irrelevant,-0.07474350927519359,feet,0.07474350927519359
"('predict', np.int64(13))",predict,stripes,W,irrelevant,0.0,stripes,0.0
"('predict', np.int64(13))",predict,feet,C,relevant,0.8944271909999159,stripes,0.8944271909999159
"('predict', np.int64(14))",predict,stripes,W,relevant,0.9701425001453319,feet,0.9701425001453319
"('predict', np.int64(14))",predict,feet,C,irrelevant,0.0,feet,0.0
"('predict', np.int64(15))",predict,stripes,E,irrelevant,-0.5547001962252291,stripes,0.5547001962252291
"('predict', np.int64(15))",predict,feet,F,relevant,0.8320502943378437,stripes,0.8320502943378437
"('predict', np.int64(16))",predict,stripes,E,relevant,0.8451542547285166,feet,0.8451542547285166
"('predict', np.int64(16))",predict,feet,F,irrelevant,0.16903085094570333,feet,0.16903085094570333
"('predict', np.int64(17))",predict,stripes,E,irrelevant,0.16903085094570333,stripes,0.16903085094570333
"('predict', np.int64(17))",predict,feet,C,relevant,-0.50709255283711,stripes,0.50709255283711
"('predict', np.int64(18))",predict,stripes,W,relevant,0.7683498199278325,feet,0.7683498199278325
"('predict', np.int64(18))",predict,feet,F,irrelevant,0.3292927799690711,feet,0.3292927799690711
"('predict', np.int64(19))",predict,stripes,W,irrelevant,-0.5773502691896257,stripes,0.5773502691896257
"('predict', np.int64(19))",predict,feet,F,relevant,-0.5773502691896257,stripes,0.5773502691896257
"('predict', np.int64(20))",predict,stripes,E,relevant,0.50709255283711,feet,0.50709255283711
"('predict', np.int64(20))",predict,feet,C,irrelevant,-0.8451542547285166,feet,0.8451542547285166
"('predict', np.int64(21))",predict,stripes,W,irrelevant,1.0,stripes,1.0
"('predict', np.int64(21))",predict,feet,C,relevant,0.0,stripes,0.0
"('predict', np.int64(22))",predict,stripes,W,relevant,0.8700628401410974,feet,0.8700628401410974
"('predict', np.int64(22))",predict,feet,C,irrelevant,0.4833682445228318,feet,0.4833682445228318
"('predict', np.int64(23))",predict,stripes,E,irrelevant,0.21821789023599236,stripes,0.21821789023599236
"('predict', np.int64(23))",predict,feet,F,relevant,0.4364357804719847,stripes,0.4364357804719847
"('predict', np.int64(24))",predict,stripes,E,relevant,0.9428090415820635,feet,0.9428090415820635
"('predict', np.int64(24))",predict,feet,F,irrelevant,0.23570226039551587,feet,0.23570226039551587
"('predict', np.int64(25))",predict,stripes,W,irrelevant,-0.5547001962252291,stripes,0.5547001962252291
"('predict', np.int64(25))",predict,feet,C,relevant,0.8320502943378437,stripes,0.8320502943378437
"('predict', np.int64(26))",predict,stripes,W,relevant,0.11547005383792516,feet,0.11547005383792516
"('predict', np.int64(26))",predict,feet,C,irrelevant,0.808290376865476,feet,0.808290376865476
"('predict', np.int64(27))",predict,stripes,E,irrelevant,0.40824829046386296,stripes,0.40824829046386296
"('predict', np.int64(27))",predict,feet,F,relevant,0.8164965809277259,stripes,0.8164965809277259
"('predict', np.int64(28))",predict,stripes,E,relevant,-0.9622504486493761,feet,0.9622504486493761
"('predict', np.int64(28))",predict,feet,C,irrelevant,0.19245008972987526,feet,0.19245008972987526
"('predict', np.int64(29))",predict,stripes,E,irrelevant,0.0,stripes,0.0
"('predict', np.int64(29))",predict,feet,C,relevant,-1.0,stripes,1.0
"('predict', np.int64(30))",predict,stripes,W,relevant,-0.523204564926355,feet,0.523204564926355
"('predict', np.int64(30))",predict,feet,F,irrelevant,0.2242305278255808,feet,0.2242305278255808
"('predict', np.int64(31))",predict,stripes,E,irrelevant,0.6882472016116854,stripes,0.6882472016116854
"('predict', np.int64(31))",predict,feet,F,relevant,0.6882472016116854,stripes,0.6882472016116854
"('predict', np.int64(32))",predict,stripes,E,relevant,-0.05986843400892496,feet,0.05986843400892496
"('predict', np.int64(32))",predict,feet,F,irrelevant,-0.2993421700446248,feet,0.2993421700446248
"('predict', np.int64(33))",predict,stripes,E,irrelevant,0.4472135954999579,stripes,0.4472135954999579
"('predict', np.int64(33))",predict,feet,C,relevant,0.8944271909999159,stripes,0.8944271909999159
"('predict', np.int64(34))",predict,stripes,W,relevant,-0.808290376865476,feet,0.808290376865476
"('predict', np.int64(34))",predict,feet,F,irrelevant,-0.5773502691896257,feet,0.5773502691896257
"('predict', np.int64(35))",predict,stripes,W,irrelevant,-1.0,stripes,1.0
"('predict', np.int64(35))",predict,feet,F,relevant,0.0,stripes,0.0
"('predict', np.int64(36))",predict,stripes,E,relevant,-0.07647191129018725,feet,0.07647191129018725
"('predict', np.int64(36))",predict,feet,F,irrelevant,-0.5353033790313108,feet,0.5353033790313108
"('predict', np.int64(37))",predict,stripes,E,irrelevant,-0.911322376865767,stripes,0.911322376865767
"('predict', np.int64(37))",predict,feet,C,relevant,0.39056673294247163,stripes,0.39056673294247163
"('predict', np.int64(38))",predict,stripes,W,relevant,0.9878783399072134,feet,0.9878783399072134
"('predict', np.int64(38))",predict,feet,C,irrelevant,0.10976425998969036,feet,0.10976425998969036
"('predict', np.int64(39))",predict,stripes,W,irrelevant,0.3015113445777637,stripes,0.3015113445777637
"('predict', np.int64(39))",predict,feet,F,relevant,0.9045340337332909,stripes,0.9045340337332909
"('predict', np.int64(40))",predict,stripes,E,relevant,,feet,
"('predict', np.int64(40))",predict,feet,C,irrelevant,,feet,
