wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,2,11,2,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,314,2_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,2,12,6,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,314,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,2,13,6,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,314,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,14,7,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,314,7_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,15,4,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,314,4_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,2,16,6,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,314,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,B,S,N_B_S.png,training,3,17,9,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,314,9_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,B,C,N_B_C.png,training,3,18,6,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,314,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,19,4,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,314,4_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,B,C,T_B_C.png,training,3,20,4,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,314,4_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,21,5,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,314,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,22,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,314,3_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,23,6,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,314,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
T,B,S,T_B_S.png,training,3,24,9,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,314,9_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,low,medium"
