wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,2,11,6,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,89,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,B,S,N_B_S.png,training,2,12,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,89,3_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,B,C,T_B_C.png,training,2,13,9,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,89,9_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,Y,S,T_Y_S.png,training,2,14,6,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,89,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,B,C,N_B_C.png,training,2,15,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,89,5_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,B,S,T_B_S.png,training,2,16,4,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,89,4_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,Y,S,T_Y_S.png,training,3,17,5,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,89,5_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,B,C,T_B_C.png,training,3,18,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,89,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,B,C,N_B_C.png,training,3,19,8,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,89,8_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,Y,S,N_Y_S.png,training,3,20,3,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,89,3_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,B,S,T_B_S.png,training,3,21,6,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,89,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
T,Y,C,T_Y_C.png,training,3,22,7,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,89,7_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,B,S,N_B_S.png,training,3,23,1,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,89,1_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
N,Y,C,N_Y_C.png,training,3,24,6,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,89,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png","high,medium,medium,medium,high,medium,low,low"
