tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,2,11,6,medium,shape,color,tail,C,S,Y,B,I2,H2,L1,T,N,127,6_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,B,C,N_B_C.png,training,2,12,5,medium,shape,color,tail,C,S,Y,B,I1,L2,H1,T,N,127,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,Y,C,T_Y_C.png,training,2,13,9,high,shape,color,tail,C,S,Y,B,I2,H2,H1,T,N,127,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,B,S,T_B_S.png,training,2,14,3,low,shape,color,tail,C,S,Y,B,I2,L2,L1,T,N,127,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,Y,C,N_Y_C.png,training,2,15,8,high,shape,color,tail,C,S,Y,B,I1,H2,H1,T,N,127,8_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,Y,S,N_Y_S.png,training,2,16,4,medium,shape,color,tail,C,S,Y,B,I1,H2,L1,T,N,127,4_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,Y,C,T_Y_C.png,training,3,17,7,high,shape,color,tail,C,S,Y,B,I2,H2,H1,T,N,127,7_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,B,S,T_B_S.png,training,3,18,3,low,shape,color,tail,C,S,Y,B,I2,L2,L1,T,N,127,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,Y,S,T_Y_S.png,training,3,19,5,medium,shape,color,tail,C,S,Y,B,I2,H2,L1,T,N,127,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
T,B,C,T_B_C.png,training,3,20,5,medium,shape,color,tail,C,S,Y,B,I2,L2,H1,T,N,127,5_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,B,C,N_B_C.png,training,3,21,2,medium,shape,color,tail,C,S,Y,B,I1,L2,H1,T,N,127,2_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,B,S,N_B_S.png,training,3,22,2,low,shape,color,tail,C,S,Y,B,I1,L2,L1,T,N,127,2_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,Y,C,N_Y_C.png,training,3,23,9,high,shape,color,tail,C,S,Y,B,I1,H2,H1,T,N,127,9_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
N,Y,S,N_Y_S.png,training,3,24,3,medium,shape,color,tail,C,S,Y,B,I1,H2,L1,T,N,127,3_food.png,"Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,medium,low,low,high,high,medium"
