tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,11,3,low,color,shape,tail,Y,B,S,C,I1,L1,L2,T,N,135,3_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,Y,C,T_Y_C.png,training,2,12,5,medium,color,shape,tail,Y,B,S,C,I1,H1,L2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,B,S,N_B_S.png,training,2,13,5,medium,color,shape,tail,Y,B,S,C,I2,L1,H2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,Y,S,T_Y_S.png,training,2,14,9,high,color,shape,tail,Y,B,S,C,I1,H1,H2,T,N,135,9_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,B,C,N_B_C.png,training,2,15,4,low,color,shape,tail,Y,B,S,C,I2,L1,L2,T,N,135,4_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,Y,C,N_Y_C.png,training,2,16,4,medium,color,shape,tail,Y,B,S,C,I2,H1,L2,T,N,135,4_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,Y,C,N_Y_C.png,training,3,17,3,medium,color,shape,tail,Y,B,S,C,I2,H1,L2,T,N,135,3_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,Y,S,N_Y_S.png,training,3,18,7,high,color,shape,tail,Y,B,S,C,I2,H1,H2,T,N,135,7_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,Y,S,T_Y_S.png,training,3,19,5,high,color,shape,tail,Y,B,S,C,I1,H1,H2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,B,S,N_B_S.png,training,3,20,6,medium,color,shape,tail,Y,B,S,C,I2,L1,H2,T,N,135,6_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
N,B,C,N_B_C.png,training,3,21,5,low,color,shape,tail,Y,B,S,C,I2,L1,L2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,B,S,T_B_S.png,training,3,22,7,medium,color,shape,tail,Y,B,S,C,I1,L1,H2,T,N,135,7_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,Y,C,T_Y_C.png,training,3,23,5,medium,color,shape,tail,Y,B,S,C,I1,H1,L2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
T,B,C,T_B_C.png,training,3,24,5,low,color,shape,tail,Y,B,S,C,I1,L1,L2,T,N,135,5_food.png,"Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","low,medium,high,medium,low,medium,high,medium"
