tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,2,11,3,medium,tail,shape,color,N,T,C,S,H1,I1,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,B,C,T_B_C.png,training,2,12,5,medium,tail,shape,color,N,T,C,S,L1,I2,H2,Y,B,103,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,Y,C,N_Y_C.png,training,2,13,6,high,tail,shape,color,N,T,C,S,H1,I1,H2,Y,B,103,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,B,S,T_B_S.png,training,2,14,3,low,tail,shape,color,N,T,C,S,L1,I2,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,C,N_B_C.png,training,2,15,4,high,tail,shape,color,N,T,C,S,H1,I2,H2,Y,B,103,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,C,T_Y_C.png,training,2,16,4,medium,tail,shape,color,N,T,C,S,L1,I1,H2,Y,B,103,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,Y,C,N_Y_C.png,training,3,17,5,high,tail,shape,color,N,T,C,S,H1,I1,H2,Y,B,103,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,Y,S,N_Y_S.png,training,3,18,4,medium,tail,shape,color,N,T,C,S,H1,I1,L2,Y,B,103,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,S,N_B_S.png,training,3,19,3,medium,tail,shape,color,N,T,C,S,H1,I2,L2,Y,B,103,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,B,S,T_B_S.png,training,3,20,2,low,tail,shape,color,N,T,C,S,L1,I2,L2,Y,B,103,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,C,T_Y_C.png,training,3,21,4,medium,tail,shape,color,N,T,C,S,L1,I1,H2,Y,B,103,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
N,B,C,N_B_C.png,training,3,22,9,high,tail,shape,color,N,T,C,S,H1,I2,H2,Y,B,103,9_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,B,C,T_B_C.png,training,3,23,6,medium,tail,shape,color,N,T,C,S,L1,I2,H2,Y,B,103,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
T,Y,S,T_Y_S.png,training,3,24,2,low,tail,shape,color,N,T,C,S,L1,I1,L2,Y,B,103,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,high,medium,low"
