tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,2,11,8,high,color,tail,shape,Y,B,T,N,H2,H1,I1,S,C,49,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,Y,C,N_Y_C.png,training,2,12,5,medium,color,tail,shape,Y,B,T,N,L2,H1,I2,S,C,49,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,B,C,N_B_C.png,training,2,13,4,low,color,tail,shape,Y,B,T,N,L2,L1,I2,S,C,49,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,B,C,T_B_C.png,training,2,14,5,medium,color,tail,shape,Y,B,T,N,H2,L1,I2,S,C,49,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,B,S,N_B_S.png,training,2,15,4,low,color,tail,shape,Y,B,T,N,L2,L1,I1,S,C,49,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,Y,C,T_Y_C.png,training,2,16,5,high,color,tail,shape,Y,B,T,N,H2,H1,I2,S,C,49,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,B,C,T_B_C.png,training,3,17,4,medium,color,tail,shape,Y,B,T,N,H2,L1,I2,S,C,49,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,B,S,T_B_S.png,training,3,18,4,medium,color,tail,shape,Y,B,T,N,H2,L1,I1,S,C,49,4_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,Y,S,T_Y_S.png,training,3,19,9,high,color,tail,shape,Y,B,T,N,H2,H1,I1,S,C,49,9_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,Y,S,N_Y_S.png,training,3,20,5,medium,color,tail,shape,Y,B,T,N,L2,H1,I1,S,C,49,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,B,C,N_B_C.png,training,3,21,2,low,color,tail,shape,Y,B,T,N,L2,L1,I2,S,C,49,2_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,B,S,N_B_S.png,training,3,22,1,low,color,tail,shape,Y,B,T,N,L2,L1,I1,S,C,49,1_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
T,Y,C,T_Y_C.png,training,3,23,7,high,color,tail,shape,Y,B,T,N,H2,H1,I2,S,C,49,7_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
N,Y,C,N_Y_C.png,training,3,24,5,medium,color,tail,shape,Y,B,T,N,L2,H1,I2,S,C,49,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,medium,low,medium,high,high"
