tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,11,5,medium,tail,color,shape,T,N,Y,B,L1,H2,I1,C,S,122,5_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,B,C,T_B_C.png,training,2,12,8,medium,tail,color,shape,T,N,Y,B,H1,L2,I1,C,S,122,8_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,13,7,high,tail,color,shape,T,N,Y,B,H1,H2,I1,C,S,122,7_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,14,4,medium,tail,color,shape,T,N,Y,B,L1,H2,I2,C,S,122,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,15,7,high,tail,color,shape,T,N,Y,B,H1,H2,I2,C,S,122,7_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,B,S,N_B_S.png,training,2,16,4,low,tail,color,shape,T,N,Y,B,L1,L2,I2,C,S,122,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,17,4,medium,tail,color,shape,T,N,Y,B,L1,H2,I2,C,S,122,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,B,S,N_B_S.png,training,3,18,2,low,tail,color,shape,T,N,Y,B,L1,L2,I2,C,S,122,2_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,B,C,N_B_C.png,training,3,19,2,low,tail,color,shape,T,N,Y,B,L1,L2,I1,C,S,122,2_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,B,C,T_B_C.png,training,3,20,4,medium,tail,color,shape,T,N,Y,B,H1,L2,I1,C,S,122,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,21,7,high,tail,color,shape,T,N,Y,B,H1,H2,I2,C,S,122,7_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,22,6,medium,tail,color,shape,T,N,Y,B,L1,H2,I1,C,S,122,6_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,23,7,high,tail,color,shape,T,N,Y,B,H1,H2,I1,C,S,122,7_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
T,B,S,T_B_S.png,training,3,24,4,medium,tail,color,shape,T,N,Y,B,H1,L2,I2,C,S,122,4_food.png,"Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png","high,medium,low,medium,high,medium,low,medium"
