tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,11,4,low,tail,shape,color,T,N,S,C,L1,I2,L2,B,Y,63,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,S,N_B_S.png,training,2,12,5,medium,tail,shape,color,T,N,S,C,L1,I1,H2,B,Y,63,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,C,T_B_C.png,training,2,13,5,medium,tail,shape,color,T,N,S,C,H1,I1,L2,B,Y,63,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,C,T_Y_C.png,training,2,14,7,medium,tail,shape,color,T,N,S,C,H1,I2,L2,B,Y,63,7_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,C,N_B_C.png,training,2,15,6,low,tail,shape,color,T,N,S,C,L1,I1,L2,B,Y,63,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,Y,S,N_Y_S.png,training,2,16,8,medium,tail,shape,color,T,N,S,C,L1,I2,H2,B,Y,63,8_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,S,N_B_S.png,training,3,17,4,medium,tail,shape,color,T,N,S,C,L1,I1,H2,B,Y,63,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,Y,C,N_Y_C.png,training,3,18,3,low,tail,shape,color,T,N,S,C,L1,I2,L2,B,Y,63,3_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,C,T_Y_C.png,training,3,19,5,medium,tail,shape,color,T,N,S,C,H1,I2,L2,B,Y,63,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,B,C,N_B_C.png,training,3,20,4,low,tail,shape,color,T,N,S,C,L1,I1,L2,B,Y,63,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
N,Y,S,N_Y_S.png,training,3,21,3,medium,tail,shape,color,T,N,S,C,L1,I2,H2,B,Y,63,3_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,S,T_B_S.png,training,3,22,7,high,tail,shape,color,T,N,S,C,H1,I1,H2,B,Y,63,7_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,Y,S,T_Y_S.png,training,3,23,7,high,tail,shape,color,T,N,S,C,H1,I2,H2,B,Y,63,7_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
T,B,C,T_B_C.png,training,3,24,4,medium,tail,shape,color,T,N,S,C,H1,I1,L2,B,Y,63,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/T_B_S.png","medium,high,medium,medium,low,low,medium,high"
