tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,2,11,7,high,color,tail,shape,B,Y,N,T,H2,H1,I2,C,S,85,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,B,C,T_B_C.png,training,2,12,8,medium,color,tail,shape,B,Y,N,T,L2,H1,I1,C,S,85,8_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,Y,C,T_Y_C.png,training,2,13,3,low,color,tail,shape,B,Y,N,T,L2,L1,I1,C,S,85,3_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,B,S,T_B_S.png,training,2,14,2,medium,color,tail,shape,B,Y,N,T,L2,H1,I2,C,S,85,2_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
N,B,C,N_B_C.png,training,2,15,8,high,color,tail,shape,B,Y,N,T,H2,H1,I1,C,S,85,8_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,Y,S,T_Y_S.png,training,2,16,2,low,color,tail,shape,B,Y,N,T,L2,L1,I2,C,S,85,2_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,B,C,T_B_C.png,training,3,17,6,medium,color,tail,shape,B,Y,N,T,L2,H1,I1,C,S,85,6_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
N,Y,C,N_Y_C.png,training,3,18,6,medium,color,tail,shape,B,Y,N,T,H2,L1,I1,C,S,85,6_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,B,S,T_B_S.png,training,3,19,6,medium,color,tail,shape,B,Y,N,T,L2,H1,I2,C,S,85,6_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
N,B,C,N_B_C.png,training,3,20,7,high,color,tail,shape,B,Y,N,T,H2,H1,I1,C,S,85,7_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
N,B,S,N_B_S.png,training,3,21,8,high,color,tail,shape,B,Y,N,T,H2,H1,I2,C,S,85,8_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,Y,C,T_Y_C.png,training,3,22,5,low,color,tail,shape,B,Y,N,T,L2,L1,I1,C,S,85,5_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
T,Y,S,T_Y_S.png,training,3,23,4,low,color,tail,shape,B,Y,N,T,L2,L1,I2,C,S,85,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
N,Y,S,N_Y_S.png,training,3,24,4,medium,color,tail,shape,B,Y,N,T,H2,L1,I2,C,S,85,4_food.png,"Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","medium,medium,high,high,medium,medium,low,low"
