tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,2,11,6,high,tail,color,shape,T,N,B,Y,H1,H2,I1,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,B,C,T_B_C.png,training,2,12,6,high,tail,color,shape,T,N,B,Y,H1,H2,I2,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,B,S,N_B_S.png,training,2,13,6,medium,tail,color,shape,T,N,B,Y,L1,H2,I1,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,Y,C,N_Y_C.png,training,2,14,3,low,tail,color,shape,T,N,B,Y,L1,L2,I2,S,C,106,3_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,2,15,2,low,tail,color,shape,T,N,B,Y,L1,L2,I1,S,C,106,2_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,Y,C,T_Y_C.png,training,2,16,5,medium,tail,color,shape,T,N,B,Y,H1,L2,I2,S,C,106,5_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,B,S,T_B_S.png,training,3,17,6,high,tail,color,shape,T,N,B,Y,H1,H2,I1,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,Y,C,N_Y_C.png,training,3,18,2,low,tail,color,shape,T,N,B,Y,L1,L2,I2,S,C,106,2_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,Y,S,T_Y_S.png,training,3,19,6,medium,tail,color,shape,T,N,B,Y,H1,L2,I1,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,B,C,N_B_C.png,training,3,20,5,medium,tail,color,shape,T,N,B,Y,L1,H2,I2,S,C,106,5_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,Y,C,T_Y_C.png,training,3,21,6,medium,tail,color,shape,T,N,B,Y,H1,L2,I2,S,C,106,6_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,B,S,N_B_S.png,training,3,22,5,medium,tail,color,shape,T,N,B,Y,L1,H2,I1,S,C,106,5_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
T,B,C,T_B_C.png,training,3,23,7,high,tail,color,shape,T,N,B,Y,H1,H2,I2,S,C,106,7_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,3,24,2,low,tail,color,shape,T,N,B,Y,L1,L2,I1,S,C,106,2_food.png,"Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png","high,low,medium,low,medium,high,medium,medium"
