tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,2,13,5,medium,tail,shape,color,N,T,C,S,L1,I1,H2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,B,C,N_B_C.png,training,2,14,6,high,tail,shape,color,N,T,C,S,H1,I2,H2,B,Y,105,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,C,T_B_C.png,training,2,15,4,medium,tail,shape,color,N,T,C,S,L1,I2,H2,B,Y,105,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,16,6,high,tail,shape,color,N,T,C,S,H1,I1,H2,B,Y,105,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,S,T_B_S.png,training,3,17,5,low,tail,shape,color,N,T,C,S,L1,I2,L2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,B,S,N_B_S.png,training,3,18,3,medium,tail,shape,color,N,T,C,S,H1,I2,L2,B,Y,105,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,19,3,medium,tail,shape,color,N,T,C,S,H1,I1,L2,B,Y,105,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,B,C,N_B_C.png,training,3,20,9,high,tail,shape,color,N,T,C,S,H1,I2,H2,B,Y,105,9_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,21,5,high,tail,shape,color,N,T,C,S,H1,I1,H2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,22,3,medium,tail,shape,color,N,T,C,S,L1,I1,H2,B,Y,105,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,23,3,low,tail,shape,color,N,T,C,S,L1,I1,L2,B,Y,105,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
T,B,C,T_B_C.png,training,3,24,5,medium,tail,shape,color,N,T,C,S,L1,I2,H2,B,Y,105,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png","low,medium,high,high,medium,medium,low,medium"
