tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,2,13,2,medium,color,shape,tail,Y,B,S,C,I2,L1,H2,T,N,62,2_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,B,C,N_B_C.png,training,2,14,4,low,color,shape,tail,Y,B,S,C,I2,L1,L2,T,N,62,4_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,S,T_Y_S.png,training,2,15,8,high,color,shape,tail,Y,B,S,C,I1,H1,H2,T,N,62,8_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,C,T_Y_C.png,training,2,16,5,medium,color,shape,tail,Y,B,S,C,I1,H1,L2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,S,T_B_S.png,training,3,17,6,medium,color,shape,tail,Y,B,S,C,I1,L1,H2,T,N,62,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,S,N_Y_S.png,training,3,18,6,high,color,shape,tail,Y,B,S,C,I2,H1,H2,T,N,62,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,C,N_Y_C.png,training,3,19,3,medium,color,shape,tail,Y,B,S,C,I2,H1,L2,T,N,62,3_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,C,T_Y_C.png,training,3,20,7,medium,color,shape,tail,Y,B,S,C,I1,H1,L2,T,N,62,7_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,B,S,N_B_S.png,training,3,21,5,medium,color,shape,tail,Y,B,S,C,I2,L1,H2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,B,C,N_B_C.png,training,3,22,5,low,color,shape,tail,Y,B,S,C,I2,L1,L2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,S,T_Y_S.png,training,3,23,9,high,color,shape,tail,Y,B,S,C,I1,H1,H2,T,N,62,9_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,C,T_B_C.png,training,3,24,6,low,color,shape,tail,Y,B,S,C,I1,L1,L2,T,N,62,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
