tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,13,4,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,T,N,60,4_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,Y,S,N_Y_S.png,training,2,14,3,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,T,N,60,3_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,B,C,N_B_C.png,training,2,15,4,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,T,N,60,4_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
T,B,S,T_B_S.png,training,2,16,7,high,shape,color,tail,S,C,B,Y,I2,H2,H1,T,N,60,7_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
T,Y,C,T_Y_C.png,training,3,17,3,low,shape,color,tail,S,C,B,Y,I2,L2,L1,T,N,60,3_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,B,S,N_B_S.png,training,3,18,8,high,shape,color,tail,S,C,B,Y,I1,H2,H1,T,N,60,8_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,Y,S,N_Y_S.png,training,3,19,7,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,T,N,60,7_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
T,B,C,T_B_C.png,training,3,20,4,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,T,N,60,4_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
T,Y,S,T_Y_S.png,training,3,21,6,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,T,N,60,6_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
T,B,S,T_B_S.png,training,3,22,10,high,shape,color,tail,S,C,B,Y,I2,H2,H1,T,N,60,10_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,Y,C,N_Y_C.png,training,3,23,3,low,shape,color,tail,S,C,B,Y,I1,L2,L1,T,N,60,3_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
N,B,C,N_B_C.png,training,3,24,8,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,T,N,60,8_food.png,"Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_B_S.png","medium,low,medium,medium,low,medium,high,high"
