tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,2,13,2,medium,shape,color,tail,C,S,Y,B,I2,H2,L1,N,T,61,2_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,B,C,N_B_C.png,training,2,14,5,medium,shape,color,tail,C,S,Y,B,I2,L2,H1,N,T,61,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,B,S,N_B_S.png,training,2,15,4,low,shape,color,tail,C,S,Y,B,I2,L2,L1,N,T,61,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
T,Y,C,T_Y_C.png,training,2,16,5,high,shape,color,tail,C,S,Y,B,I1,H2,H1,N,T,61,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,Y,S,N_Y_S.png,training,3,17,5,medium,shape,color,tail,C,S,Y,B,I2,H2,L1,N,T,61,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
T,B,S,T_B_S.png,training,3,18,1,low,shape,color,tail,C,S,Y,B,I1,L2,L1,N,T,61,1_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
T,B,C,T_B_C.png,training,3,19,4,medium,shape,color,tail,C,S,Y,B,I1,L2,H1,N,T,61,4_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,Y,C,N_Y_C.png,training,3,20,7,high,shape,color,tail,C,S,Y,B,I2,H2,H1,N,T,61,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,B,C,N_B_C.png,training,3,21,7,medium,shape,color,tail,C,S,Y,B,I2,L2,H1,N,T,61,7_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
N,B,S,N_B_S.png,training,3,22,5,low,shape,color,tail,C,S,Y,B,I2,L2,L1,N,T,61,5_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
T,Y,C,T_Y_C.png,training,3,23,6,high,shape,color,tail,C,S,Y,B,I1,H2,H1,N,T,61,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
T,Y,S,T_Y_S.png,training,3,24,6,medium,shape,color,tail,C,S,Y,B,I1,H2,L1,N,T,61,6_food.png,"Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_S.png","low,medium,medium,high,high,low,medium,medium"
