tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
T,Y,C,T_Y_C.png,training,2,11,5,medium,color,tail,shape,B,Y,T,N,H2,L1,I2,C,S,39,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,B,C,T_B_C.png,training,2,12,5,high,color,tail,shape,B,Y,T,N,H2,H1,I2,C,S,39,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,B,C,N_B_C.png,training,2,13,5,medium,color,tail,shape,B,Y,T,N,L2,H1,I2,C,S,39,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,Y,S,T_Y_S.png,training,2,14,4,medium,color,tail,shape,B,Y,T,N,H2,L1,I1,C,S,39,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,Y,C,N_Y_C.png,training,2,15,4,low,color,tail,shape,B,Y,T,N,L2,L1,I2,C,S,39,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,B,S,N_B_S.png,training,2,16,7,medium,color,tail,shape,B,Y,T,N,L2,H1,I1,C,S,39,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,Y,S,N_Y_S.png,training,3,17,2,low,color,tail,shape,B,Y,T,N,L2,L1,I1,C,S,39,2_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,B,C,N_B_C.png,training,3,18,6,medium,color,tail,shape,B,Y,T,N,L2,H1,I2,C,S,39,6_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,Y,S,T_Y_S.png,training,3,19,5,medium,color,tail,shape,B,Y,T,N,H2,L1,I1,C,S,39,5_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,Y,C,T_Y_C.png,training,3,20,7,medium,color,tail,shape,B,Y,T,N,H2,L1,I2,C,S,39,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,B,C,T_B_C.png,training,3,21,7,high,color,tail,shape,B,Y,T,N,H2,H1,I2,C,S,39,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,Y,C,N_Y_C.png,training,3,22,4,low,color,tail,shape,B,Y,T,N,L2,L1,I2,C,S,39,4_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
N,B,S,N_B_S.png,training,3,23,2,medium,color,tail,shape,B,Y,T,N,L2,H1,I1,C,S,39,2_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
T,B,S,T_B_S.png,training,3,24,7,high,color,tail,shape,B,Y,T,N,H2,H1,I1,C,S,39,7_food.png,"Resources/T_B_S.png,Resources/N_B_C.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png","high,medium,medium,low,high,low,medium,medium"
