tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,2,14,6,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,N,T,72,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,Y,C,T_Y_C.png,training,2,15,3,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,N,T,72,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,Y,S,T_Y_S.png,training,2,16,1,low,shape,color,tail,C,S,B,Y,I1,L2,L1,N,T,72,1_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
N,B,C,N_B_C.png,training,3,17,7,high,shape,color,tail,C,S,B,Y,I2,H2,H1,N,T,72,7_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,Y,C,T_Y_C.png,training,3,18,6,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,N,T,72,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
N,Y,S,N_Y_S.png,training,3,19,3,low,shape,color,tail,C,S,B,Y,I2,L2,L1,N,T,72,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,Y,S,T_Y_S.png,training,3,20,3,low,shape,color,tail,C,S,B,Y,I1,L2,L1,N,T,72,3_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,B,S,T_B_S.png,training,3,21,5,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,N,T,72,5_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
N,Y,C,N_Y_C.png,training,3,22,8,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,N,T,72,8_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
N,B,S,N_B_S.png,training,3,23,4,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,N,T,72,4_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
T,B,C,T_B_C.png,training,3,24,6,high,shape,color,tail,C,S,B,Y,I1,H2,H1,N,T,72,6_food.png,"Resources/T_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/N_B_S.png","medium,low,high,low,medium,medium,high,medium"
