tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,tail_rel,color_rel,shape_rel,shape_high,shape_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,2,14,6,medium,tail,color,shape,N,T,B,Y,L1,H2,I1,C,S,81,6_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
N,Y,S,N_Y_S.png,training,2,15,3,medium,tail,color,shape,N,T,B,Y,H1,L2,I1,C,S,81,3_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
T,B,C,T_B_C.png,training,2,16,7,medium,tail,color,shape,N,T,B,Y,L1,H2,I2,C,S,81,7_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
T,B,S,T_B_S.png,training,3,17,5,medium,tail,color,shape,N,T,B,Y,L1,H2,I1,C,S,81,5_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
N,B,S,N_B_S.png,training,3,18,5,high,tail,color,shape,N,T,B,Y,H1,H2,I1,C,S,81,5_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
N,B,C,N_B_C.png,training,3,19,7,high,tail,color,shape,N,T,B,Y,H1,H2,I2,C,S,81,7_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
T,Y,C,T_Y_C.png,training,3,20,4,low,tail,color,shape,N,T,B,Y,L1,L2,I2,C,S,81,4_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
T,Y,S,T_Y_S.png,training,3,21,4,low,tail,color,shape,N,T,B,Y,L1,L2,I1,C,S,81,4_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
N,Y,C,N_Y_C.png,training,3,22,5,medium,tail,color,shape,N,T,B,Y,H1,L2,I2,C,S,81,5_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
T,B,C,T_B_C.png,training,3,23,3,medium,tail,color,shape,N,T,B,Y,L1,H2,I2,C,S,81,3_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
N,Y,S,N_Y_S.png,training,3,24,5,medium,tail,color,shape,N,T,B,Y,H1,L2,I1,C,S,81,5_food.png,"Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_C.png","medium,low,low,high,medium,medium,high,medium"
