participant,training_responses,food_amount,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_tail,training_wing,training_color,testing_categories,conditionOrder,training_image_order,attention_check,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,tail_high,tail_low,wing_discrete_slider.response,wing_direction_slider.response,wing_continuous_slider.response,color_discrete_slider.response,color_direction_slider.response,color_continuous_slider.response,tail_discrete_slider.response,tail_direction_slider.response,tail_continuous_slider.response
184,"[5.0, 6.0, 3.0, 7.0, 5.0, 7.0, 5.0, 7.0, 5.0, 7.0, 3.0, 5.0, 7.0, 4.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 7.0, 5.0, 5.0]","[7.0, 5.0, 5.0, 6.0, 5.0, 3.0, 4.0, 5.0, 3.0, 4.0, 4.0, 3.0, 6.0, 5.0, 6.0, 7.0, 3.0, 7.0, 5.0, 7.0, 7.0, 6.0, 1.0, 6.0]","[2.0, 1.0, 2.0, 1.0, 0.0, 4.0, 1.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 0.0, 2.0, 2.0, 1.0, 4.0, 1.0]",[],350.9074,"['N_Y_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'T_Y_S', 'N_B_S', 'T_B_C', 'N_B_C']","[4.0, 6.0, 6.0, 5.0, 5.0, 5.0, 7.0, 5.0]","['high', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'medium', 'low', 'high']","['H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1']","['I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2']","['H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2']","['medium', 'high', 'low', 'low', 'medium', 'high', 'medium', 'medium']",184,"['T_B_S', 'T_Y_S', 'N_Y_C', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_Y_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'T_B_C', 'N_B_S', 'T_Y_S', 'N_B_C', 'N_Y_S', 'T_Y_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'T_B_C', 'N_Y_C', 'T_B_S']",1,tail,color,wing,B,Y,T,N,S,C,Yes,Wings,5.0,Yes,Blue,6.0,Yes,Curly,7.0
144,"[3.0, 5.0, 6.0, 4.0, 6.0, 6.0, 4.0, 4.0, 6.0, 7.0, 7.0, 7.0, 4.0, 4.0, 7.0, 4.0, 7.0, 4.0, 7.0, 5.0, 5.0, 4.0, 1.0, 7.0]","[4.0, 4.0, 6.0, 5.0, 5.0, 7.0, 8.0, 8.0, 4.0, 4.0, 7.0, 3.0, 7.0, 5.0, 7.0, 2.0, 4.0, 1.0, 3.0, 4.0, 4.0, 5.0, 4.0, 7.0]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 4.0, 4.0, 2.0, 3.0, 0.0, 4.0, 3.0, 1.0, 0.0, 2.0, 3.0, 3.0, 4.0, 1.0, 1.0, 1.0, 3.0, 0.0]","[""I didn't realize until the very end that some of the tails were slightly curved and not straight. It wasn't as glaring of a difference as wings, paws or color.""]",357.2434,"['T_Y_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_Y_C', 'N_Y_S', 'N_B_C', 'N_B_S']","[4.0, 7.0, 7.0, 4.0, 4.0, 5.0, 4.0, 5.0]","['low', 'low', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'low', 'medium', 'medium', 'high', 'medium', 'medium', 'high']","['L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1']","['I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2']","['L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2']","['low', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high']",144,"['N_Y_C', 'T_Y_C', 'T_B_C', 'T_Y_S', 'N_B_C', 'T_B_S', 'N_B_S', 'N_Y_S', 'N_Y_C', 'T_Y_S', 'T_B_S', 'T_B_C', 'N_Y_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_Y_C', 'N_Y_C', 'T_B_C', 'N_B_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'T_B_S']",1,tail,color,wing,B,Y,N,T,S,C,No,,,Yes,Blue,6.0,Yes,Curly,4.0
006,"[5.0, 3.0, 6.0, 8.0, 4.0, 7.0, 4.0, 7.0, 5.0, 1.0, 7.0, 6.0, 5.0, 4.0, 7.0, 4.0, 2.0, 9.0, 3.0, 5.0, 6.0, 8.0, 3.0, 9.0]","[4.0, 6.0, 8.0, 7.0, 5.0, 1.0, 7.0, 4.0, 6.0, 6.0, 2.0, 2.0, 2.0, 5.0, 8.0, 9.0, 5.0, 4.0, 8.0, 4.0, 6.0, 3.0, 6.0, 8.0]","[1.0, 3.0, 2.0, 1.0, 1.0, 6.0, 3.0, 3.0, 1.0, 5.0, 5.0, 4.0, 3.0, 1.0, 1.0, 5.0, 3.0, 5.0, 5.0, 1.0, 0.0, 5.0, 3.0, 1.0]",['This was extremely challenging. Those little Sperks seemed to eat more or less depending on their color more than separate features.'],378.4937,"['T_B_S', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_B_C', 'T_Y_S', 'N_B_S']","[8.0, 4.0, 4.0, 3.0, 6.0, 7.0, 4.0, 7.0]","['medium', 'high', 'medium', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'high']","['L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1']","['I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1']","['H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2']","['high', 'medium', 'low', 'low', 'medium', 'medium', 'medium', 'high']",6,"['T_B_C', 'N_B_S', 'N_Y_S', 'T_Y_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_C', 'T_B_C', 'N_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_Y_C', 'T_Y_S', 'T_B_C', 'N_B_C', 'N_B_S', 'T_Y_C', 'N_Y_S', 'T_B_S']",1,tail,color,wing,B,Y,T,N,S,C,No,,,Yes,Blue,4.0,No,,
091,"[2.0, 6.0, 2.0, 7.0, 7.0, 2.0, 5.0, 4.0, 7.0, 4.0, 5.0, 5.0, 8.0, 2.0, 4.0, 7.0, 6.0, 6.0, 6.0, 4.0, 4.0, 2.0, 4.0, 2.0]","[4.0, 2.0, 6.0, 7.0, 7.0, 3.0, 4.0, 4.0, 2.0, 5.0, 8.0, 4.0, 7.0, 1.0, 6.0, 5.0, 5.0, 7.0, 6.0, 3.0, 4.0, 2.0, 6.0, 6.0]","[2.0, 4.0, 4.0, 0.0, 0.0, 1.0, 1.0, 0.0, 5.0, 1.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0, 4.0]",[],652.1167,"['T_B_C', 'N_Y_S', 'T_Y_S', 'T_B_S', 'N_B_C', 'T_Y_C', 'N_B_S', 'N_Y_C']","[4.0, 6.0, 4.0, 2.0, 7.0, 6.0, 4.0, 8.0]","['medium', 'low', 'medium', 'high', 'high', 'low', 'medium', 'medium', 'low', 'medium', 'medium', 'medium', 'medium', 'low', 'high', 'high', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium', 'medium']","['I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2']","['H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2']","['L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['low', 'high', 'medium', 'low', 'medium', 'medium', 'medium', 'high']",91,"['N_B_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'T_Y_S', 'N_B_C', 'N_B_S', 'T_Y_C', 'T_B_S', 'N_Y_S', 'N_Y_C', 'N_B_C', 'N_Y_C', 'N_Y_S', 'T_Y_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_B_S']",1,color,wing,tail,Y,B,N,T,C,S,Yes,Wings,6.0,Yes, Yellow,5.0,Yes,Curly,5.0
090,"[2.0, 7.0, 7.0, 6.0, 6.0, 7.0, 4.0, 4.0, 6.0, 6.0, 2.0, 5.0, 6.0, 2.0, 2.0, 4.0, 4.0, 6.0, 5.0, 5.0, 2.0, 6.0, 6.0, 2.0]","[7.0, 6.0, 4.0, 2.0, 2.0, 5.0, 5.0, 6.0, 6.0, 2.0, 5.0, 5.0, 2.0, 6.0, 4.0, 6.0, 4.0, 2.0, 6.0, 1.0, 4.0, 2.0, 8.0, 2.0]","[5.0, 1.0, 3.0, 4.0, 4.0, 2.0, 1.0, 2.0, 0.0, 4.0, 3.0, 0.0, 4.0, 4.0, 2.0, 2.0, 0.0, 4.0, 1.0, 4.0, 2.0, 4.0, 2.0, 0.0]",[],563.492,"['N_Y_S', 'T_Y_S', 'T_B_C', 'N_B_S', 'T_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C']","[4.0, 2.0, 6.0, 5.0, 6.0, 5.0, 4.0, 2.0]","['high', 'high', 'low', 'medium', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium', 'high', 'medium']","['H2', 'H2', 'L2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2']","['I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1']","['H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1']","['medium', 'medium', 'medium', 'high', 'high', 'low', 'low', 'medium']",90,"['T_B_S', 'N_B_S', 'T_Y_C', 'N_B_C', 'N_Y_C', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_Y_C', 'N_B_C', 'T_B_C', 'N_Y_S', 'T_B_S', 'N_Y_C', 'T_Y_S', 'N_B_C', 'T_Y_C', 'T_B_S', 'N_Y_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_Y_S']",1,color,tail,wing,B,Y,T,N,S,C,No,,,Yes,Blue,4.0,Yes,Curly,5.0
044,"[4.0, 5.0, 6.0, 4.0, 5.0, 1.0, 6.0, 5.0, 8.0, 6.0, 1.0, 5.0, 4.0, 8.0, 5.0, 5.0, 8.0, 5.0, 8.0, 5.0, 6.0, 8.0, 4.0, 3.0]","[5.0, 5.0, 4.0, 1.0, 6.0, 3.0, 8.0, 6.0, 8.0, 7.0, 3.0, 6.0, 4.0, 4.0, 8.0, 6.0, 5.0, 6.0, 5.0, 8.0, 4.0, 3.0, 3.0, 5.0]","[1.0, 0.0, 2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 4.0, 3.0, 1.0, 3.0, 1.0, 3.0, 3.0, 2.0, 5.0, 1.0, 2.0]",[],620.7245,"['N_B_C', 'T_Y_S', 'T_Y_C', 'T_B_C', 'N_B_S', 'N_Y_C', 'T_B_S', 'N_Y_S']","[5.0, 7.0, 8.0, 4.0, 6.0, 3.0, 8.0, 5.0]","['medium', 'low', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'high', 'high', 'low', 'low', 'medium', 'medium', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'low', 'low', 'medium']","['L1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'H1']","['I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1']","['H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'L2', 'L2', 'L2']","['medium', 'medium', 'low', 'medium', 'high', 'low', 'high', 'medium']",44,"['N_B_C', 'N_Y_C', 'T_B_C', 'T_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_S', 'T_B_S', 'T_B_S', 'N_B_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'N_B_C', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'N_Y_S']",1,tail,color,wing,B,Y,N,T,S,C,Yes,Wings,4.0,Yes,Blue,5.0,Yes,Curly,4.0
220,"[3.0, 8.0, 6.0, 3.0, 4.0, 6.0, 4.0, 4.0, 3.0, 6.0, 3.0, 3.0, 6.0, 6.0, 3.0, 6.0, 4.0, 6.0, 9.0, 9.0, 9.0, 4.0, 9.0, 6.0]","[6.0, 6.0, 6.0, 4.0, 2.0, 3.0, 7.0, 3.0, 2.0, 9.0, 5.0, 9.0, 3.0, 2.0, 4.0, 9.0, 9.0, 7.0, 4.0, 6.0, 5.0, 5.0, 3.0, 2.0]","[3.0, 2.0, 0.0, 1.0, 2.0, 3.0, 3.0, 1.0, 1.0, 3.0, 2.0, 6.0, 3.0, 4.0, 1.0, 3.0, 5.0, 1.0, 5.0, 3.0, 4.0, 1.0, 6.0, 4.0]",[],341.3347,"['N_Y_S', 'N_B_C', 'N_B_S', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_C']","[6.0, 4.0, 6.0, 4.0, 3.0, 4.0, 6.0, 9.0]","['medium', 'medium', 'high', 'medium', 'low', 'low', 'high', 'medium', 'low', 'high', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'medium', 'medium', 'low', 'low']","['L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2']","['I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2', 'I1', 'I2']","['H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'H1', 'H1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1']","['medium', 'medium', 'high', 'high', 'medium', 'low', 'low', 'medium']",220,"['N_B_C', 'N_Y_S', 'N_B_S', 'T_Y_S', 'T_Y_C', 'N_Y_C', 'T_B_S', 'T_B_C', 'T_Y_C', 'N_B_S', 'T_B_C', 'T_B_S', 'N_B_C', 'N_Y_C', 'T_Y_S', 'N_Y_S', 'T_B_S', 'N_B_S', 'T_B_C', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_Y_C', 'N_Y_C']",1,color,tail,wing,B,Y,N,T,S,C,Yes, Paws,4.0,Yes,Blue,4.0,No,,
100,"[5.0, 6.0, 7.0, 5.0, 4.0, 5.0, 7.0, 6.0, 5.0, 8.0, 6.0, 7.0, 4.0, 5.0, 5.0, 5.0, 8.0, 4.0, 5.0, 6.0, 3.0, 7.0, 3.0, 8.0]","[5.0, 6.0, 5.0, 3.0, 8.0, 8.0, 8.0, 4.0, 2.0, 8.0, 6.0, 3.0, 2.0, 4.0, 4.0, 4.0, 8.0, 7.0, 6.0, 2.0, 6.0, 2.0, 4.0, 7.0]","[0.0, 0.0, 2.0, 2.0, 4.0, 3.0, 1.0, 2.0, 3.0, 0.0, 0.0, 4.0, 2.0, 1.0, 1.0, 1.0, 0.0, 3.0, 1.0, 4.0, 3.0, 5.0, 1.0, 1.0]",['thanks'],478.9883,"['T_Y_C', 'T_Y_S', 'N_B_C', 'T_B_S', 'N_Y_C', 'N_Y_S', 'T_B_C', 'N_B_S']","[6.0, 3.0, 4.0, 7.0, 5.0, 5.0, 8.0, 4.0]","['medium', 'low', 'medium', 'low', 'medium', 'high', 'high', 'medium', 'low', 'high', 'medium', 'medium', 'low', 'high', 'medium', 'medium', 'high', 'medium', 'medium', 'low', 'high', 'low', 'medium', 'medium']","['H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1', 'H1', 'L1']","['I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I1', 'I1', 'I1', 'I2', 'I2', 'I2']","['L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2']","['low', 'medium', 'medium', 'high', 'low', 'medium', 'medium', 'high']",100,"['N_Y_S', 'N_Y_C', 'T_B_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'T_B_S', 'N_B_C', 'N_Y_C', 'T_B_S', 'T_Y_S', 'T_B_C', 'T_Y_C', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_B_S', 'N_B_C', 'N_Y_S', 'N_Y_C', 'N_B_S', 'T_Y_C', 'T_Y_S', 'T_B_C']",1,tail,color,wing,B,Y,T,N,S,C,Yes,Wings,5.0,Yes,Blue,6.0,Yes,Curly,3.0
020,"[4.0, 7.0, 6.0, 5.0, 4.0, 6.0, 3.0, 9.0, 3.0, 6.0, 3.0, 9.0, 10.0, 4.0, 1.0, 9.0, 6.0, 5.0, 6.0, 3.0, 7.0, 3.0, 5.0, 4.0]","[5.0, 6.0, 6.0, 3.0, 9.0, 4.0, 6.0, 5.0, 5.0, 2.0, 7.0, 8.0, 5.0, 4.0, 5.0, 4.0, 4.0, 2.0, 7.0, 3.0, 6.0, 2.0, 4.0, 7.0]","[1.0, 1.0, 0.0, 2.0, 5.0, 2.0, 3.0, 4.0, 2.0, 4.0, 4.0, 1.0, 5.0, 0.0, 4.0, 5.0, 2.0, 3.0, 1.0, 0.0, 1.0, 1.0, 1.0, 3.0]",[],358.0147,"['T_B_C', 'N_Y_S', 'N_B_C', 'T_Y_S', 'N_B_S', 'N_Y_C', 'T_Y_C', 'T_B_S']","[7.0, 3.0, 7.0, 3.0, 7.0, 3.0, 3.0, 7.0]","['medium', 'medium', 'high', 'low', 'high', 'low', 'medium', 'medium', 'low', 'low', 'medium', 'high', 'medium', 'medium', 'medium', 'high', 'medium', 'low', 'medium', 'low', 'high', 'medium', 'medium', 'high']","['H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2', 'H2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'L2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2']","['I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I2']","['L1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'H1', 'H1', 'L1', 'H1']","['medium', 'medium', 'medium', 'medium', 'high', 'low', 'low', 'high']",20,"['N_Y_S', 'T_B_C', 'T_B_S', 'T_Y_C', 'N_B_S', 'N_Y_C', 'T_Y_S', 'N_B_C', 'N_Y_C', 'T_Y_C', 'T_Y_S', 'N_B_S', 'N_Y_S', 'N_B_C', 'T_B_C', 'T_B_S', 'T_Y_S', 'N_Y_C', 'N_B_C', 'T_Y_C', 'T_B_S', 'T_B_C', 'N_Y_S', 'N_B_S']",1,color,tail,wing,B,Y,N,T,S,C,Yes,Wings,4.0,Yes,Blue,6.0,Yes,Curly,6.0
063,"[3.0, 8.0, 5.0, 7.0, 6.0, 2.0, 5.0, 6.0, 2.0, 2.0, 7.0, 3.0, 6.0, 4.0, 5.0, 3.0, 6.0, 7.0, 8.0, 7.0, 4.0, 3.0, 3.0, 5.0]","[8.0, 5.0, 7.0, 6.0, 2.0, 5.0, 6.0, 2.0, 5.0, 7.0, 3.0, 6.0, 4.0, 5.0, 3.0, 6.0, 7.0, 8.0, 7.0, 4.0, 3.0, 3.0, 5.0, 2.0]","[5.0, 3.0, 2.0, 1.0, 4.0, 3.0, 1.0, 4.0, 3.0, 5.0, 4.0, 3.0, 2.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 0.0, 2.0, 3.0]",['None.'],307.1871,"['N_B_C', 'N_Y_C', 'T_B_C', 'N_Y_S', 'T_B_S', 'T_Y_S', 'T_Y_C', 'N_B_S']","[3.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 3.0]","['high', 'medium', 'high', 'medium', 'low', 'medium', 'medium', 'low', 'low', 'high', 'medium', 'high', 'medium', 'medium', 'low', 'medium', 'medium', 'high', 'high', 'medium', 'medium', 'low', 'medium', 'low']","['I1', 'I1', 'I2', 'I2', 'I2', 'I2', 'I1', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2', 'I1', 'I2', 'I2', 'I1', 'I2', 'I2', 'I1', 'I1', 'I1', 'I2']","['H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'L2', 'L2', 'H2', 'L2', 'H2', 'H2', 'L2', 'L2', 'H2', 'H2', 'H2', 'H2', 'L2', 'H2', 'L2', 'L2', 'L2']","['H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'H1', 'L1', 'L1', 'L1', 'H1', 'H1', 'H1', 'L1', 'L1', 'H1', 'L1']","['medium', 'high', 'low', 'high', 'low', 'medium', 'medium', 'medium']",63,"['N_Y_C', 'T_Y_C', 'N_Y_S', 'N_B_S', 'T_B_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_B_S', 'N_Y_S', 'T_Y_C', 'N_Y_C', 'N_B_C', 'T_Y_S', 'T_B_C', 'N_B_S', 'N_B_S', 'N_Y_C', 'N_Y_S', 'T_Y_S', 'N_B_C', 'T_B_C', 'T_Y_C', 'T_B_S']",1,color,wing,tail,Y,B,N,T,S,C,Yes, Paws,3.0,Yes,Blue,4.0,Yes,Curly,4.0
