participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
005,"[7.0, 5.0, 3.0, 6.0, 8.0, 5.0, 4.0, 3.0, 6.0, 7.0, 6.0, 10.0, 4.0, 6.0, 4.0, 7.0]","[4.0, 10.0, 2.0, 4.0, 1.0, 5.0, 2.0, 8.0, 7.0, 7.0, 6.0, 7.0, 2.0, 7.0, 6.0, 7.0]","[3.0, 5.0, 1.0, 2.0, 7.0, 0.0, 2.0, 5.0, 1.0, 0.0, 0.0, 3.0, 2.0, 1.0, 2.0, 0.0]","['Great task, thank you.']",828.3469,"['W_F', 'E_F', 'E_C', 'W_C']","[10.0, 4.0, 3.0, 6.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'high', 'low']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'C', 'C', 'F']","['E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['low', 'low', 'high', 'high']",5,"['E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C', 'W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,5.0,feet,stripes,C,W,E,F,No,,,No,,
001,"[7.0, 7.0, 7.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0]","[7.0, 5.0, 5.0, 7.0, 1.0, 7.0, 4.0, 6.0, 2.0, 10.0, 10.0, 2.0, 9.0, 4.0, 8.0, 5.0]","[0.0, 2.0, 2.0, 2.0, 5.0, 1.0, 2.0, 0.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 1.0, 2.0]",['I did not notice the differences in the feet or stripes.\xa0'],266.7021,"['W_C', 'W_F', 'E_F', 'E_C']","[7.0, 7.0, 7.0, 7.0]","['high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",1,"['W_C', 'E_F', 'W_F', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,1.0,1.0,feet,stripes,C,E,W,F,No,,,No,,
006,"[5.0, 4.0, 5.0, 7.0, 6.0, 4.0, 6.0, 8.0, 7.0, 6.0, 4.0, 4.0, 5.0, 6.0, 8.0, 2.0]","[6.0, 8.0, 6.0, 8.0, 7.0, 3.0, 9.0, 7.0, 9.0, 4.0, 6.0, 7.0, 8.0, 10.0, 4.0, 6.0]","[1.0, 4.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]",[],418.106,"['W_C', 'E_C', 'W_F', 'E_F']","[6.0, 7.0, 5.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'high', 'low']",6,"['E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_F', 'W_C', 'E_C', 'W_F']",1,5.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,3.0,Yes,Up/Right,4.0
010,"[5.0, 6.0, 8.0, 6.0, 4.0, 4.0, 6.0, 8.0, 6.0, 6.0, 7.0, 1.0, 9.0, 8.0, 3.0, 1.0]","[6.0, 7.0, 3.0, 3.0, 1.0, 10.0, 9.0, 6.0, 7.0, 9.0, 3.0, 1.0, 10.0, 7.0, 4.0, 2.0]","[1.0, 1.0, 5.0, 3.0, 3.0, 6.0, 3.0, 2.0, 1.0, 3.0, 4.0, 0.0, 1.0, 1.0, 1.0, 1.0]",[],299.5053,"['W_F', 'E_F', 'W_C', 'E_C']","[7.0, 9.0, 4.0, 4.0]","['high', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'low', 'low']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'E', 'W', 'W', 'E', 'E']","['high', 'low', 'high', 'low']",10,"['W_C', 'W_F', 'E_F', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,2.0,2.0,stripes,feet,F,E,W,C,No,,,No,,
008,"[8.0, 5.0, 5.0, 1.0, 5.0, 5.0, 1.0, 2.0, 9.0, 5.0, 9.0, 6.0, 6.0, 9.0, 2.0, 6.0]","[5.0, 1.0, 6.0, 10.0, 5.0, 5.0, 4.0, 7.0, 6.0, 10.0, 4.0, 7.0, 6.0, 7.0, 4.0, 7.0]","[3.0, 4.0, 1.0, 9.0, 0.0, 0.0, 3.0, 5.0, 3.0, 5.0, 5.0, 1.0, 0.0, 2.0, 2.0, 1.0]","[""I didn't even notice the changes in the stripes. I focused only on the toes.\xa0""]",299.8037,"['W_F', 'E_F', 'W_C', 'E_C']","[6.0, 7.0, 2.0, 9.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'E', 'W', 'E', 'E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",8,"['W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F']",1,4.0,2.0,stripes,feet,F,W,E,C,Yes,Webbed,6.0,No,,
012,"[5.0, 7.0, 6.0, 8.0, 9.0, 9.0, 7.0, 8.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]","[8.0, 6.0, 3.0, 9.0, 5.0, 6.0, 9.0, 5.0, 1.0, 1.0, 8.0, 9.0, 4.0, 7.0, 9.0, 4.0]","[3.0, 1.0, 3.0, 1.0, 4.0, 3.0, 2.0, 3.0, 6.0, 6.0, 0.0, 1.0, 4.0, 1.0, 1.0, 4.0]",['None this was tough assignment.'],326.6643,"['E_C', 'E_F', 'W_F', 'W_C']","[8.0, 8.0, 4.0, 3.0]","['high', 'low', 'low', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'high', 'high', 'low', 'high', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",12,"['E_C', 'W_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F']",1,2.0,3.0,stripes,feet,F,W,E,C,No,,,Yes,Up/Right,6.0
019,"[7.0, 3.0, 3.0, 4.0, 3.0, 8.0, 3.0, 8.0, 7.0, 2.0, 2.0, 6.0, 7.0, 3.0, 2.0, 2.0]","[7.0, 8.0, 3.0, 2.0, 3.0, 4.0, 4.0, 6.0, 9.0, 3.0, 4.0, 6.0, 7.0, 7.0, 1.0, 3.0]","[0.0, 5.0, 0.0, 2.0, 0.0, 4.0, 1.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 4.0, 1.0, 1.0]",[],225.322,"['W_F', 'E_C', 'W_C', 'E_F']","[7.0, 3.0, 4.0, 8.0]","['high', 'high', 'low', 'low', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F', 'F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",19,"['E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_F', 'E_C', 'W_C']",1,5.0,3.0,feet,stripes,F,E,W,C,Yes,Webbed,4.0,Yes,Up/Right,2.0
007,"[5.0, 5.0, 8.0, 5.0, 6.0, 8.0, 4.0, 3.0, 5.0, 4.0, 7.0, 5.0, 6.0, 6.0, 3.0, 5.0]","[5.0, 8.0, 1.0, 7.0, 10.0, 4.0, 7.0, 9.0, 5.0, 6.0, 3.0, 10.0, 5.0, 8.0, 9.0, 4.0]","[0.0, 3.0, 7.0, 2.0, 4.0, 4.0, 3.0, 6.0, 0.0, 2.0, 4.0, 5.0, 1.0, 2.0, 6.0, 1.0]",[],463.9188,"['E_F', 'W_F', 'W_C', 'E_C']","[7.0, 4.0, 5.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['W', 'E', 'E', 'W', 'W', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['high', 'high', 'low', 'low']",7,"['W_F', 'E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'E_F', 'W_C', 'E_F', 'E_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C']",1,6.0,4.0,feet,stripes,F,E,W,C,No,,,Yes,Up/Right,5.0
009,"[6.0, 7.0, 8.0, 5.0, 5.0, 7.0, 7.0, 6.0, 6.0, 5.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0]","[7.0, 5.0, 7.0, 3.0, 4.0, 10.0, 3.0, 7.0, 1.0, 10.0, 6.0, 6.0, 6.0, 1.0, 7.0, 1.0]","[1.0, 2.0, 1.0, 2.0, 1.0, 3.0, 4.0, 1.0, 5.0, 5.0, 1.0, 0.0, 0.0, 5.0, 1.0, 5.0]",[],651.3413,"['W_F', 'W_C', 'E_F', 'E_C']","[5.0, 7.0, 1.0, 10.0]","['high', 'low', 'high', 'low', 'low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'W', 'E', 'E', 'W', 'W', 'E', 'E', 'E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['low', 'high', 'low', 'high']",9,"['W_C', 'W_F', 'E_C', 'E_F', 'W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'W_C', 'W_F', 'E_C', 'E_F']",1,6.0,6.0,feet,stripes,C,E,W,F,Yes, Curved/Pointy,2.0,Yes, Up/Left,4.0
017,"[5.0, 4.0, 5.0, 5.0, 5.0, 8.0, 9.0, 5.0, 6.0, 10.0, 9.0, 2.0, 5.0, 4.0, 3.0, 6.0]","[4.0, 9.0, 5.0, 10.0, 1.0, 9.0, 4.0, 7.0, 6.0, 8.0, 1.0, 1.0, 3.0, 2.0, 6.0, 8.0]","[1.0, 5.0, 0.0, 5.0, 4.0, 1.0, 5.0, 2.0, 0.0, 2.0, 8.0, 1.0, 2.0, 2.0, 3.0, 2.0]",[],253.0365,"['W_F', 'E_F', 'W_C', 'E_C']","[8.0, 3.0, 3.0, 8.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W', 'E', 'W', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",17,"['E_F', 'W_C', 'W_F', 'E_C', 'E_F', 'E_C', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C']",1,6.0,3.0,feet,stripes,C,E,W,F,No,,,Yes,Up/Right,5.0
