participant,training_responses,fertility_score,error,feedback,trial_stop_time,testing_image_order,testing_responses,training_categories,training_feet,training_stripes,testing_categories,conditionOrder,training_image_order,attention_check,cogpro_predict,cogpro_explain,relevant_dim,irrelevant_dim,feet_high,stripes_low,stripes_high,feet_low,feet_discrete_slider.response,feet_direction_slider.response,feet_continuous_slider.response,stripes_discrete_slider.response,stripes_direction_slider.response,stripes_continuous_slider.response
034,"[7.0, 7.0, 4.0, 4.0, 7.0, 6.0, 7.0, 6.0]","[4.0, 3.0, 6.0, 10.0, 7.0, 6.0, 3.0, 7.0]","[3.0, 4.0, 2.0, 6.0, 0.0, 0.0, 4.0, 1.0]",['Great study and very thought provoking and fun.'],240.712,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 6.0, 7.0, 10.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'W', 'E', 'E', 'W']","['high', 'high', 'low', 'low']",34,"['E_C', 'W_C', 'E_F', 'W_F', 'W_C', 'E_C', 'E_F', 'W_F']",0,7.0,7.0,stripes,feet,F,E,W,C,Yes,Webbed,5.0,Yes, Up/Right,6.0
009,"[4.0, 2.0, 8.0, 6.0, 4.0, 7.0, 4.0, 5.0]","[6.0, 8.0, 5.0, 4.0, 7.0, 3.0, 7.0, 4.0]","[2.0, 6.0, 3.0, 2.0, 3.0, 4.0, 3.0, 1.0]","[""I started with the stripes, and and I also paid attention to the eyes. It didn't hit me until the last 2 that I was supposed to be looking at their feet.""]",162.6072,"['W_F', 'W_C', 'E_C', 'E_F']","[4.0, 4.0, 7.0, 8.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'high', 'low']",9,"['E_C', 'W_C', 'W_F', 'E_F', 'E_C', 'W_F', 'W_C', 'E_F']",1,7.0,7.0,feet,stripes,C,E,W,F,Yes,Webbed,4.0,No,,
033,"[5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 5.0, 9.0]","[5.0, 3.0, 5.0, 9.0, 3.0, 6.0, 7.0, 8.0]","[0.0, 2.0, 0.0, 5.0, 0.0, 1.0, 2.0, 1.0]",[],233.107,"['W_F', 'E_F', 'W_C', 'E_C']","[3.0, 5.0, 7.0, 9.0]","['low', 'low', 'high', 'high', 'low', 'high', 'low', 'high']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",33,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",0,5.0,2.0,feet,stripes,C,W,E,F,Yes, Curved/Pointy,6.0,Yes, Up/Right,6.0
002,"[5.0, 8.0, 7.0, 8.0, 5.0, 5.0, 9.0, 5.0]","[5.0, 9.0, 5.0, 4.0, 8.0, 4.0, 9.0, 3.0]","[0.0, 1.0, 2.0, 4.0, 3.0, 1.0, 0.0, 2.0]","[""I was guessing based on the fertility answers that up and to the left stripes made the biggest difference in fertility while the other factors seemingly didn't matter as much.""]",254.0027,"['E_F', 'W_C', 'E_C', 'W_F']","[5.0, 9.0, 4.0, 9.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'C', 'F', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'E', 'W', 'E']","['low', 'high', 'low', 'high']",2,"['E_C', 'W_F', 'W_C', 'E_F', 'W_C', 'E_F', 'W_F', 'E_C']",1,4.0,6.0,stripes,feet,F,E,W,C,No,,,Yes,Up/Left,7.0
021,"[8.0, 7.0, 5.0, 7.0, 7.0, 4.0, 6.0, 8.0]","[7.0, 1.0, 10.0, 9.0, 6.0, 5.0, 5.0, 4.0]","[1.0, 6.0, 5.0, 2.0, 1.0, 1.0, 1.0, 4.0]",[],297.5327,"['W_C', 'E_C', 'E_F', 'W_F']","[7.0, 3.0, 3.0, 7.0]","['low', 'low', 'high', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'E', 'W']","['high', 'high', 'low', 'low']",21,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'E_F', 'W_C']",0,5.0,5.0,feet,stripes,C,E,W,F,Yes,Webbed,5.0,Yes,Up/Left,6.0
001,"[5.0, 9.0, 4.0, 4.0, 7.0, 3.0, 8.0, 7.0]","[9.0, 4.0, 2.0, 8.0, 2.0, 5.0, 6.0, 9.0]","[4.0, 5.0, 2.0, 4.0, 5.0, 2.0, 2.0, 2.0]",[],185.3565,"['W_C', 'W_F', 'E_C', 'E_F']","[9.0, 9.0, 3.0, 3.0]","['low', 'high', 'low', 'high', 'low', 'high', 'low', 'high']","['F', 'C', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'E', 'W', 'W', 'W', 'W', 'E', 'E']","['high', 'low', 'high', 'low']",1,"['E_F', 'E_C', 'W_F', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,4.0,2.0,feet,stripes,C,W,E,F,No,,,Yes,Up/Left,3.0
032,"[4.0, 8.0, 7.0, 7.0, 7.0, 5.0, 5.0, 6.0]","[10.0, 1.0, 6.0, 7.0, 1.0, 6.0, 8.0, 5.0]","[6.0, 7.0, 1.0, 0.0, 6.0, 1.0, 3.0, 1.0]",[],159.6156,"['E_F', 'E_C', 'W_F', 'W_C']","[4.0, 5.0, 2.0, 8.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['high', 'high', 'low', 'low']",32,"['E_F', 'W_F', 'W_C', 'E_C', 'W_C', 'W_F', 'E_F', 'E_C']",1,6.0,6.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,6.0,No,,
027,"[5.0, 5.0, 2.0, 3.0, 6.0, 4.0, 6.0, 7.0]","[3.0, 4.0, 6.0, 8.0, 9.0, 10.0, 4.0, 5.0]","[2.0, 1.0, 4.0, 5.0, 3.0, 6.0, 2.0, 2.0]","['I looked at the differences in both species, I decided the second season would have been more fertile due to warmer climate, I also thought the one with up right stripes had a slimmer body therefore it would have been healthier and had better chance of fertility\xa0']",659.7729,"['W_C', 'E_C', 'W_F', 'E_F']","[4.0, 6.0, 7.0, 7.0]","['low', 'low', 'high', 'high', 'high', 'high', 'low', 'low']","['C', 'C', 'F', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",27,"['W_C', 'E_C', 'W_F', 'E_F', 'E_F', 'W_F', 'W_C', 'E_C']",1,7.0,7.0,feet,stripes,F,W,E,C,No,,,Yes, Up/Right,2.0
028,"[8.0, 7.0, 9.0, 8.0, 7.0, 5.0, 8.0, 7.0]","[6.0, 10.0, 7.0, 5.0, 4.0, 10.0, 5.0, 3.0]","[2.0, 3.0, 2.0, 3.0, 3.0, 5.0, 3.0, 4.0]",[],199.544,"['W_C', 'W_F', 'E_C', 'E_F']","[8.0, 7.0, 5.0, 5.0]","['low', 'high', 'high', 'low', 'low', 'high', 'high', 'low']","['F', 'F', 'C', 'C', 'C', 'C', 'F', 'F']","['W', 'E', 'E', 'W', 'W', 'E', 'E', 'W']","['low', 'low', 'high', 'high']",28,"['W_F', 'E_F', 'E_C', 'W_C', 'W_C', 'E_C', 'E_F', 'W_F']",1,7.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,5.0,Yes, Up/Right,4.0
030,"[8.0, 6.0, 4.0, 6.0, 5.0, 6.0, 2.0, 8.0]","[4.0, 4.0, 8.0, 7.0, 6.0, 1.0, 10.0, 4.0]","[4.0, 2.0, 4.0, 1.0, 1.0, 5.0, 8.0, 4.0]",[],285.3052,"['W_F', 'E_F', 'W_C', 'E_C']","[8.0, 6.0, 1.0, 10.0]","['low', 'low', 'high', 'high', 'high', 'low', 'high', 'low']","['F', 'C', 'C', 'F', 'C', 'C', 'F', 'F']","['E', 'E', 'W', 'W', 'W', 'E', 'W', 'E']","['high', 'low', 'high', 'low']",30,"['E_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_C', 'W_F', 'E_F']",1,7.0,1.0,stripes,feet,F,E,W,C,No,,,No,,
016,"[5.0, 4.0, 5.0, 4.0, 8.0, 5.0, 9.0, 6.0]","[8.0, 9.0, 3.0, 9.0, 10.0, 7.0, 5.0, 10.0]","[3.0, 5.0, 2.0, 5.0, 2.0, 2.0, 4.0, 4.0]",[],228.765,"['W_F', 'W_C', 'E_F', 'E_C']","[8.0, 6.0, 9.0, 10.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'F', 'C', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'low', 'high', 'high']",16,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'W_F', 'W_C', 'E_F']",1,5.0,3.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,2.0,Yes, Up/Right,5.0
031,"[6.0, 5.0, 4.0, 7.0, 5.0, 7.0, 7.0, 4.0]","[8.0, 4.0, 3.0, 7.0, 6.0, 8.0, 5.0, 2.0]","[2.0, 1.0, 1.0, 0.0, 1.0, 1.0, 2.0, 2.0]","[""This was the most fun survey I've taken! Thank you!""]",562.7907,"['E_F', 'W_C', 'E_C', 'W_F']","[7.0, 4.0, 5.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'C', 'C', 'F', 'F', 'F', 'C', 'C']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['high', 'low', 'low', 'high']",31,"['W_F', 'E_C', 'W_C', 'E_F', 'W_F', 'E_F', 'E_C', 'W_C']",0,6.0,6.0,feet,stripes,F,W,E,C,Yes,Webbed,3.0,Yes, Up/Right,4.0
036,"[7.0, 5.0, 6.0, 4.0, 8.0, 6.0, 3.0, 9.0]","[1.0, 6.0, 1.0, 10.0, 7.0, 4.0, 4.0, 8.0]","[6.0, 1.0, 5.0, 6.0, 1.0, 2.0, 1.0, 1.0]",['engaging task to do'],451.9426,"['W_F', 'E_F', 'W_C', 'E_C']","[1.0, 6.0, 10.0, 4.0]","['low', 'high', 'low', 'high', 'high', 'low', 'low', 'high']","['F', 'C', 'C', 'F', 'F', 'C', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'W', 'W', 'E']","['low', 'high', 'low', 'high']",36,"['W_F', 'E_C', 'W_C', 'E_F', 'E_F', 'W_C', 'W_F', 'E_C']",1,3.0,2.0,stripes,feet,F,W,E,C,No,,,No,,
004,"[6.0, 7.0, 8.0, 4.0, 5.0, 6.0, 4.0, 5.0]","[5.0, 9.0, 3.0, 5.0, 7.0, 4.0, 3.0, 3.0]","[1.0, 2.0, 5.0, 1.0, 2.0, 2.0, 1.0, 2.0]",[],153.325,"['W_F', 'W_C', 'E_F', 'E_C']","[4.0, 5.0, 7.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'C', 'F', 'F', 'C']","['W', 'E', 'W', 'E', 'E', 'E', 'W', 'W']","['low', 'low', 'high', 'high']",4,"['W_F', 'E_F', 'W_C', 'E_C', 'E_C', 'E_F', 'W_F', 'W_C']",1,5.0,6.0,stripes,feet,F,W,E,C,Yes, Curved/Pointy,3.0,Yes, Up/Right,5.0
035,"[9.0, 10.0, 3.0, 3.0, 10.0, 10.0, 7.0, 6.0]","[5.0, 4.0, 9.0, 1.0, 1.0, 10.0, 3.0, 10.0]","[4.0, 6.0, 6.0, 2.0, 9.0, 0.0, 4.0, 4.0]",['It was extremely difficult to figure out because the changes were very subtle.\xa0'],269.075,"['E_C', 'W_F', 'E_F', 'W_C']","[10.0, 2.0, 10.0, 2.0]","['low', 'high', 'high', 'low', 'low', 'high', 'low', 'high']","['C', 'F', 'F', 'C', 'C', 'F', 'C', 'F']","['W', 'E', 'W', 'E', 'W', 'E', 'E', 'W']","['low', 'high', 'high', 'low']",35,"['W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'E_F', 'E_C', 'W_F']",1,7.0,7.0,feet,stripes,F,E,W,C,Yes,Webbed,5.0,Yes, Up/Right,7.0
005,"[4.0, 7.0, 5.0, 7.0, 2.0, 7.0, 5.0, 1.0]","[4.0, 10.0, 1.0, 10.0, 3.0, 2.0, 6.0, 6.0]","[0.0, 3.0, 4.0, 3.0, 1.0, 5.0, 1.0, 5.0]",[],396.03,"['W_C', 'W_F', 'E_F', 'E_C']","[8.0, 2.0, 7.0, 10.0]","['low', 'high', 'low', 'high', 'low', 'low', 'high', 'high']","['F', 'C', 'F', 'C', 'F', 'F', 'C', 'C']","['W', 'W', 'E', 'E', 'E', 'W', 'E', 'W']","['high', 'low', 'low', 'high']",5,"['W_F', 'W_C', 'E_F', 'E_C', 'E_F', 'W_F', 'E_C', 'W_C']",0,4.0,5.0,feet,stripes,C,E,W,F,Yes,Webbed,4.0,No,,
040,"[6.0, 7.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0]","[7.0, 2.0, 3.0, 4.0, 9.0, 6.0, 3.0, 1.0]","[1.0, 5.0, 2.0, 0.0, 5.0, 1.0, 2.0, 4.0]",[],899.0499,"['E_F', 'W_F', 'E_C', 'W_C']","[5.0, 5.0, 5.0, 5.0]","['high', 'low', 'low', 'high', 'high', 'high', 'low', 'low']","['C', 'F', 'C', 'F', 'F', 'C', 'C', 'F']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'high', 'low']",40,"['E_C', 'W_F', 'W_C', 'E_F', 'E_F', 'E_C', 'W_C', 'W_F']",1,2.0,2.0,stripes,feet,C,W,E,F,No,,,No,,
006,"[6.0, 4.0, 3.0, 5.0, 3.0, 5.0, 7.0, 9.0]","[5.0, 7.0, 9.0, 3.0, 1.0, 5.0, 7.0, 7.0]","[1.0, 3.0, 6.0, 2.0, 2.0, 0.0, 0.0, 2.0]","['That question to make sure we were paying attention had big buttons that said select, which my immediate thought was that we had to select each of them to indicate right or wrong. You might want to change that to be less confusing']",263.345,"['W_C', 'E_C', 'E_F', 'W_F']","[8.0, 5.0, 3.0, 7.0]","['low', 'high', 'high', 'low', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'E', 'E', 'W', 'W']","['high', 'low', 'low', 'high']",6,"['E_C', 'W_C', 'W_F', 'E_F', 'E_F', 'E_C', 'W_F', 'W_C']",1,5.0,5.0,stripes,feet,C,E,W,F,Yes, Curved/Pointy,2.0,Yes,Up/Left,5.0
019,"[7.0, 6.0, 5.0, 7.0, 5.0, 7.0, 6.0, 7.0]","[5.0, 6.0, 3.0, 3.0, 9.0, 4.0, 10.0, 2.0]","[2.0, 0.0, 2.0, 4.0, 4.0, 3.0, 4.0, 5.0]",[],436.2583,"['W_C', 'E_C', 'W_F', 'E_F']","[6.0, 6.0, 4.0, 6.0]","['high', 'high', 'low', 'low', 'high', 'low', 'high', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'W', 'E', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",19,"['E_F', 'W_F', 'W_C', 'E_C', 'W_F', 'W_C', 'E_F', 'E_C']",0,5.0,5.0,feet,stripes,F,E,W,C,Yes, Curved/Pointy,6.0,No,,
038,"[5.0, 5.0, 3.0, 8.0, 3.0, 3.0, 8.0, 8.0]","[8.0, 4.0, 3.0, 8.0, 4.0, 4.0, 9.0, 8.0]","[3.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",[],160.9742,"['E_F', 'W_C', 'W_F', 'E_C']","[3.0, 8.0, 8.0, 4.0]","['high', 'low', 'low', 'high', 'low', 'low', 'high', 'high']","['C', 'C', 'F', 'F', 'C', 'F', 'C', 'F']","['W', 'E', 'E', 'W', 'E', 'E', 'W', 'W']","['low', 'high', 'high', 'low']",38,"['W_C', 'E_C', 'E_F', 'W_F', 'E_C', 'E_F', 'W_C', 'W_F']",1,7.0,5.0,stripes,feet,C,E,W,F,No,,,Yes,Up/Left,7.0
020,"[5.0, 4.0, 6.0, 6.0, 4.0, 5.0, 3.0, 8.0]","[7.0, 5.0, 6.0, 4.0, 9.0, 1.0, 5.0, 5.0]","[2.0, 1.0, 0.0, 2.0, 5.0, 4.0, 2.0, 3.0]",['none'],483.6866,"['E_F', 'W_F', 'E_C', 'W_C']","[8.0, 6.0, 5.0, 4.0]","['high', 'low', 'high', 'low', 'high', 'low', 'low', 'high']","['C', 'C', 'F', 'F', 'C', 'C', 'F', 'F']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",20,"['E_C', 'W_C', 'E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'E_F']",1,4.0,5.0,stripes,feet,C,W,E,F,Yes, Curved/Pointy,5.0,Yes,Up/Left,3.0
014,"[7.0, 5.0, 7.0, 7.0, 9.0, 7.0, 8.0, 9.0]","[3.0, 8.0, 7.0, 7.0, 8.0, 8.0, 2.0, 1.0]","[4.0, 3.0, 0.0, 0.0, 1.0, 1.0, 6.0, 8.0]","[""I didn't even notice the different stripe orientation at first, and assumed the differences were just from different mating seasons. Interesting survey!""]",176.7378,"['E_F', 'E_C', 'W_C', 'W_F']","[3.0, 4.0, 7.0, 8.0]","['low', 'high', 'low', 'high', 'high', 'high', 'low', 'low']","['F', 'F', 'C', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'W', 'W', 'E', 'E']","['low', 'low', 'high', 'high']",14,"['E_F', 'W_F', 'E_C', 'W_C', 'W_F', 'W_C', 'E_F', 'E_C']",1,5.0,6.0,stripes,feet,C,E,W,F,Yes,Webbed,5.0,Yes, Up/Right,5.0
003,"[7.0, 7.0, 6.0, 6.0, 5.0, 9.0, 5.0, 5.0]","[5.0, 6.0, 6.0, 4.0, 9.0, 2.0, 6.0, 5.0]","[2.0, 1.0, 0.0, 2.0, 4.0, 7.0, 1.0, 0.0]",['at first i started of only looking at strip patterns and then halfway through i realized that their feet were different'],387.729,"['E_F', 'E_C', 'W_F', 'W_C']","[6.0, 5.0, 6.0, 4.0]","['low', 'high', 'high', 'low', 'high', 'low', 'high', 'low']","['C', 'F', 'F', 'C', 'F', 'C', 'F', 'C']","['E', 'W', 'E', 'W', 'E', 'W', 'W', 'E']","['high', 'low', 'high', 'low']",3,"['E_C', 'W_F', 'E_F', 'W_C', 'E_F', 'W_C', 'W_F', 'E_C']",0,5.0,5.0,feet,stripes,F,W,E,C,Yes,Webbed,5.0,Yes,Up/Left,4.0
