tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,12,1,low,tail,shape,color,N,T,S,C,L1,I2,L2,Y,B,10,1_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
T,Y,S,T_Y_S.png,training,2,13,6,medium,tail,shape,color,N,T,S,C,L1,I1,H2,Y,B,10,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,B,S,N_B_S.png,training,2,14,6,high,tail,shape,color,N,T,S,C,H1,I2,H2,Y,B,10,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,Y,S,N_Y_S.png,training,2,15,7,high,tail,shape,color,N,T,S,C,H1,I1,H2,Y,B,10,7_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,B,C,N_B_C.png,training,2,16,8,medium,tail,shape,color,N,T,S,C,H1,I2,L2,Y,B,10,8_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
T,B,S,T_B_S.png,training,3,17,5,medium,tail,shape,color,N,T,S,C,L1,I2,H2,Y,B,10,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
T,B,C,T_B_C.png,training,3,18,4,low,tail,shape,color,N,T,S,C,L1,I2,L2,Y,B,10,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,Y,S,N_Y_S.png,training,3,19,6,high,tail,shape,color,N,T,S,C,H1,I1,H2,Y,B,10,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,Y,C,N_Y_C.png,training,3,20,4,medium,tail,shape,color,N,T,S,C,H1,I1,L2,Y,B,10,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,B,S,N_B_S.png,training,3,21,7,high,tail,shape,color,N,T,S,C,H1,I2,H2,Y,B,10,7_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
T,Y,C,T_Y_C.png,training,3,22,2,low,tail,shape,color,N,T,S,C,L1,I1,L2,Y,B,10,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
T,Y,S,T_Y_S.png,training,3,23,4,medium,tail,shape,color,N,T,S,C,L1,I1,H2,Y,B,10,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
N,B,C,N_B_C.png,training,3,24,4,medium,tail,shape,color,N,T,S,C,H1,I2,L2,Y,B,10,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,medium,medium,low,medium,medium,low,high"
