tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,11,2,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,19,2_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,Y,C,N_Y_C.png,training,2,12,5,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,19,5_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,B,S,T_B_S.png,training,2,13,3,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,19,3_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,Y,C,T_Y_C.png,training,2,14,2,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,19,2_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,B,S,N_B_S.png,training,2,15,4,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,19,4_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,Y,S,T_Y_S.png,training,2,16,6,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,19,6_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,B,S,T_B_S.png,training,3,17,5,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,19,5_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,Y,S,T_Y_S.png,training,3,18,4,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,19,4_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,Y,C,N_Y_C.png,training,3,19,4,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,19,4_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,Y,C,T_Y_C.png,training,3,20,3,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,19,3_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,B,C,N_B_C.png,training,3,21,6,low,shape,color,tail,S,C,Y,B,I1,L2,L1,N,T,19,6_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,B,S,N_B_S.png,training,3,22,5,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,19,5_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
T,B,C,T_B_C.png,training,3,23,4,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,19,4_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
N,Y,S,N_Y_S.png,training,3,24,7,high,shape,color,tail,S,C,Y,B,I1,H2,H1,N,T,19,7_food.png,"Resources/T_Y_C.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png","medium,medium,low,high,low,medium,medium,high"
