tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,11,5,medium,tail,shape,color,T,N,S,C,H1,I2,L2,Y,B,3,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,Y,S,T_Y_S.png,training,2,12,6,high,tail,shape,color,T,N,S,C,H1,I1,H2,Y,B,3,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,Y,C,N_Y_C.png,training,2,13,1,low,tail,shape,color,T,N,S,C,L1,I1,L2,Y,B,3,1_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,B,C,N_B_C.png,training,2,14,2,low,tail,shape,color,T,N,S,C,L1,I2,L2,Y,B,3,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,B,S,T_B_S.png,training,2,15,7,high,tail,shape,color,T,N,S,C,H1,I2,H2,Y,B,3,7_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,B,S,N_B_S.png,training,2,16,3,medium,tail,shape,color,T,N,S,C,L1,I2,H2,Y,B,3,3_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,Y,S,N_Y_S.png,training,3,17,4,medium,tail,shape,color,T,N,S,C,L1,I1,H2,Y,B,3,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,B,S,T_B_S.png,training,3,18,10,high,tail,shape,color,T,N,S,C,H1,I2,H2,Y,B,3,10_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,Y,S,T_Y_S.png,training,3,19,4,high,tail,shape,color,T,N,S,C,H1,I1,H2,Y,B,3,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,B,C,N_B_C.png,training,3,20,4,low,tail,shape,color,T,N,S,C,L1,I2,L2,Y,B,3,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,Y,C,T_Y_C.png,training,3,21,4,medium,tail,shape,color,T,N,S,C,H1,I1,L2,Y,B,3,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,B,S,N_B_S.png,training,3,22,3,medium,tail,shape,color,T,N,S,C,L1,I2,H2,Y,B,3,3_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
N,Y,C,N_Y_C.png,training,3,23,6,low,tail,shape,color,T,N,S,C,L1,I1,L2,Y,B,3,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
T,B,C,T_B_C.png,training,3,24,4,medium,tail,shape,color,T,N,S,C,H1,I2,L2,Y,B,3,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png","medium,high,high,medium,low,medium,medium,low"
