tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,2,11,4,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,L1,L2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,12,4,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,L1,L2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,B,C,T_B_C.png,training,2,13,7,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,R1,R2,1,7_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,B,S,N_B_S.png,training,2,14,4,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,R1,L2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,15,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,L1,R2,1,5_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,B,C,N_B_C.png,training,2,16,6,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,R1,R2,1,6_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,B,S,T_B_S.png,training,3,17,4,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,R1,L2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,18,4,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,L1,L2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,19,8,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,L1,R2,1,8_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,B,C,N_B_C.png,training,3,20,7,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,R1,R2,1,7_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,21,2,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,L1,L2,1,2_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
N,B,S,N_B_S.png,training,3,22,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I1,R1,L2,1,5_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,23,4,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,L1,R2,1,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
T,B,C,T_B_C.png,training,3,24,5,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'shape': {'high': 'C', 'low': 'S'}, 'color': {'high': 'B', 'low': 'Y'}}}",I2,R1,R2,1,5_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png","medium,medium,high,low,high,medium,low,medium"
