tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,2,11,4,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I2,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,B,C,N_B_C.png,training,2,12,4,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I1,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,Y,C,N_Y_C.png,training,2,13,3,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I1,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,B,C,T_B_C.png,training,2,14,7,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I1,2,7_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,Y,S,N_Y_S.png,training,2,15,4,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I2,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,Y,C,T_Y_C.png,training,2,16,7,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I1,2,7_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,Y,C,N_Y_C.png,training,3,17,4,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I1,2,4_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,Y,C,T_Y_C.png,training,3,18,5,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I1,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,Y,S,T_Y_S.png,training,3,19,9,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I2,2,9_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,B,S,N_B_S.png,training,3,20,5,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I2,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,B,C,T_B_C.png,training,3,21,6,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I1,2,6_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,B,C,N_B_C.png,training,3,22,2,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I1,2,2_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
T,B,S,T_B_S.png,training,3,23,3,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I2,2,3_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
N,Y,S,N_Y_S.png,training,3,24,5,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I2,2,5_food.png,"Resources/N_Y_C.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_B_C.png","medium,low,medium,medium,high,high,medium,low"
