tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,2,11,5,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,L1,L2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,12,8,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,R1,R2,5,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,B,S,T_B_S.png,training,2,13,8,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,L1,R2,5,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,B,S,N_B_S.png,training,2,14,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,L1,R2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,15,5,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,R1,R2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,16,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,R1,L2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,17,8,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,R1,R2,5,8_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,18,6,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,R1,L2,5,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,19,5,high,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,R1,R2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,B,C,N_B_C.png,training,3,20,2,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,L1,L2,5,2_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,B,C,T_B_C.png,training,3,21,1,low,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,L1,L2,5,1_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
N,B,S,N_B_S.png,training,3,22,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I2,L1,R2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,23,6,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,R1,L2,5,6_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
T,B,S,T_B_S.png,training,3,24,5,medium,"{'relevant_dims': ['color', 'shape'], 'irrelevant_dim': 'tail', 'assignments': {'color': {'high': 'Y', 'low': 'B'}, 'shape': {'high': 'S', 'low': 'C'}}}",I1,L1,R2,5,5_food.png,"Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/N_B_S.png","low,high,medium,medium,high,medium,low,medium"
