tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,mapping,tail_rel,color_rel,shape_rel,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,2,11,9,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I1,3,9_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,12,5,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I2,3,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,B,S,N_B_S.png,training,2,13,2,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I1,3,2_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,B,C,N_B_C.png,training,2,14,3,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I2,3,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,15,8,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I1,3,8_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,B,S,T_B_S.png,training,2,16,6,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I1,3,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,17,6,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I2,3,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,18,5,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,R2,I1,3,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,19,6,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I2,3,6_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,20,8,high,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,R2,I1,3,8_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,B,C,N_B_C.png,training,3,21,4,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I2,3,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
N,B,S,N_B_S.png,training,3,22,1,low,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",L1,L2,I1,3,1_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,B,S,T_B_S.png,training,3,23,7,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I1,3,7_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
T,B,C,T_B_C.png,training,3,24,4,medium,"{'relevant_dims': ['tail', 'color'], 'irrelevant_dim': 'shape', 'assignments': {'tail': {'high': 'T', 'low': 'N'}, 'color': {'high': 'Y', 'low': 'B'}}}",R1,L2,I2,3,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png","medium,high,high,low,medium,medium,low,medium"
