wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,wing_high,wing_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,12,5,medium,wing,tail,color,T,N,C,S,L1,I1,H2,B,Y,69,5_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,Y,S,N_Y_S.png,training,2,13,2,low,wing,tail,color,T,N,C,S,L1,I1,L2,B,Y,69,2_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,B,C,N_B_C.png,training,2,14,6,medium,wing,tail,color,T,N,C,S,L1,I2,H2,B,Y,69,6_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,B,S,N_B_S.png,training,2,15,5,low,wing,tail,color,T,N,C,S,L1,I2,L2,B,Y,69,5_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
T,Y,C,T_Y_C.png,training,2,16,8,high,wing,tail,color,T,N,C,S,H1,I1,H2,B,Y,69,8_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,Y,S,N_Y_S.png,training,3,17,2,low,wing,tail,color,T,N,C,S,L1,I1,L2,B,Y,69,2_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
T,B,S,T_B_S.png,training,3,18,3,medium,wing,tail,color,T,N,C,S,H1,I2,L2,B,Y,69,3_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
T,Y,C,T_Y_C.png,training,3,19,9,high,wing,tail,color,T,N,C,S,H1,I1,H2,B,Y,69,9_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,B,C,N_B_C.png,training,3,20,6,medium,wing,tail,color,T,N,C,S,L1,I2,H2,B,Y,69,6_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,Y,C,N_Y_C.png,training,3,21,7,medium,wing,tail,color,T,N,C,S,L1,I1,H2,B,Y,69,7_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
T,Y,S,T_Y_S.png,training,3,22,5,medium,wing,tail,color,T,N,C,S,H1,I1,L2,B,Y,69,5_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
T,B,C,T_B_C.png,training,3,23,7,high,wing,tail,color,T,N,C,S,H1,I2,H2,B,Y,69,7_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
N,B,S,N_B_S.png,training,3,24,4,low,wing,tail,color,T,N,C,S,L1,I2,L2,B,Y,69,4_food.png,"Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_B_C.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/N_Y_S.png","medium,medium,high,high,medium,low,medium,low"
