wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,11,7,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,21,7_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,B,S,N_B_S.png,training,2,12,2,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,21,2_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,Y,C,T_Y_C.png,training,2,13,8,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,21,8_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,B,S,T_B_S.png,training,2,14,4,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,21,4_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,Y,S,N_Y_S.png,training,2,15,5,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,21,5_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,B,C,N_B_C.png,training,2,16,5,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,21,5_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,B,S,N_B_S.png,training,3,17,3,low,tail,wing,color,C,S,T,N,L2,I2,L1,Y,B,21,3_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,Y,S,N_Y_S.png,training,3,18,2,low,tail,wing,color,C,S,T,N,L2,I1,L1,Y,B,21,2_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,Y,C,T_Y_C.png,training,3,19,8,high,tail,wing,color,C,S,T,N,H2,I1,H1,Y,B,21,8_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,B,S,T_B_S.png,training,3,20,5,medium,tail,wing,color,C,S,T,N,H2,I2,L1,Y,B,21,5_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,B,C,T_B_C.png,training,3,21,6,high,tail,wing,color,C,S,T,N,H2,I2,H1,Y,B,21,6_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
T,Y,S,T_Y_S.png,training,3,22,4,medium,tail,wing,color,C,S,T,N,H2,I1,L1,Y,B,21,4_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,Y,C,N_Y_C.png,training,3,23,2,medium,tail,wing,color,C,S,T,N,L2,I1,H1,Y,B,21,2_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
N,B,C,N_B_C.png,training,3,24,3,medium,tail,wing,color,C,S,T,N,L2,I2,H1,Y,B,21,3_food.png,"Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png","high,low,medium,low,high,medium,medium,medium"
